CommonName,SciName2,Year,Count,CountPartyHour,Flags,PartyHours 
Snow Goose,Chen caerulescens,1964,0,0,,70
Snow Goose,Chen caerulescens,1965,0,0,,70
Snow Goose,Chen caerulescens,1966,0,0,,59
Snow Goose,Chen caerulescens,1967,0,0,,76
Snow Goose,Chen caerulescens,1968,0,0,,42
Snow Goose,Chen caerulescens,1969,0,0,,60
Snow Goose,Chen caerulescens,1970,0,0,,40
Snow Goose,Chen caerulescens,1971,0,0,,59
Snow Goose,Chen caerulescens,1972,0,0,,87
Snow Goose,Chen caerulescens,1973,0,0,,68
Snow Goose,Chen caerulescens,1974,0,0,,81
Snow Goose,Chen caerulescens,1975,0,0,,59
Snow Goose,Chen caerulescens,1976,0,0,,128.5
Snow Goose,Chen caerulescens,1977,0,0,,123
Snow Goose,Chen caerulescens,1978,0,0,,122
Snow Goose,Chen caerulescens,1979,0,0,,121
Snow Goose,Chen caerulescens,1980,0,0,,117
Snow Goose,Chen caerulescens,1981,0,0,,136.5
Snow Goose,Chen caerulescens,1982,0,0,,93
Snow Goose,Chen caerulescens,1983,0,0,,100
Snow Goose,Chen caerulescens,1984,0,0,,60
Snow Goose,Chen caerulescens,1985,0,0,,52
Snow Goose,Chen caerulescens,1986,0,0,,69
Snow Goose,Chen caerulescens,1987,0,0,,51
Snow Goose,Chen caerulescens,1988,0,0,,58
Snow Goose,Chen caerulescens,1989,0,0,,28
Snow Goose,Chen caerulescens,1990,0,0,,54.5
Snow Goose,Chen caerulescens,1991,0,0,,62
Snow Goose,Chen caerulescens,1992,0,0,,60
Snow Goose,Chen caerulescens,1993,0,0,,54
Snow Goose,Chen caerulescens,1994,0,0,,39
Snow Goose,Chen caerulescens,1995,0,0,,43
Snow Goose,Chen caerulescens,1996,0,0,,77.25
Snow Goose,Chen caerulescens,1997,0,0,,74
Snow Goose,Chen caerulescens,1998,0,0,,52.75
Snow Goose,Chen caerulescens,1999,0,0,,36.25
Snow Goose,Chen caerulescens,2000,0,0,,35.5
Snow Goose,Chen caerulescens,2002,0,0,,44.3
Snow Goose,Chen caerulescens,2003,1,0.0221,,45.25
Snow Goose,Chen caerulescens,2004,0,0,,31.25
Snow Goose,Chen caerulescens,2005,0,0,,25.5
Snow Goose,Chen caerulescens,2006,0,0,,72.75
Snow Goose,Chen caerulescens,2007,0,0,,46.75
Snow Goose,Chen caerulescens,2008,0,0,,27
Snow Goose,Chen caerulescens,2009,0,0,,42.75
Snow Goose,Chen caerulescens,2010,0,0,,54.25
Snow Goose,Chen caerulescens,2011,0,0,,49.6
Snow Goose,Chen caerulescens,2012,0,0,,54
Snow Goose,Chen caerulescens,2013,0,0,,46.1
Snow Goose,Chen caerulescens,2014,0,0,,60.25
Snow Goose,Chen caerulescens,2015,0,0,,63.5
Snow Goose,Chen caerulescens,2016,0,0,,47
Snow Goose,Chen caerulescens,2017,0,0,,40.49
Snow Goose,Chen caerulescens,2018,0,0,,38.4
Snow Goose,Chen caerulescens,2019,0,0,,31.78
Snow Goose,Chen caerulescens,2020,0,0,,69.35
Snowy Owl,Bubo scandiacus,1933,0,0,,0
Snowy Owl,Bubo scandiacus,1934,0,0,,0
Snowy Owl,Bubo scandiacus,1935,0,0,,0
Snowy Owl,Bubo scandiacus,1936,0,0,,0
Snowy Owl,Bubo scandiacus,1937,0,0,,0
Snowy Owl,Bubo scandiacus,1938,0,0,,25.5
Snowy Owl,Bubo scandiacus,1940,0,0,,0
Snowy Owl,Bubo scandiacus,1941,0,0,,26
Snowy Owl,Bubo scandiacus,1943,0,0,,35
Snowy Owl,Bubo scandiacus,1945,0,0,,32
Snowy Owl,Bubo scandiacus,1946,0,0,,32
Snowy Owl,Bubo scandiacus,1949,0,0,,0
Snowy Owl,Bubo scandiacus,1950,0,0,,19
Snowy Owl,Bubo scandiacus,1951,0,0,,9
Snowy Owl,Bubo scandiacus,1954,0,0,,51
Snowy Owl,Bubo scandiacus,1955,0,0,,55
Snowy Owl,Bubo scandiacus,1957,0,0,,42
Snowy Owl,Bubo scandiacus,1958,0,0,,59
Snowy Owl,Bubo scandiacus,1959,0,0,,54
Snowy Owl,Bubo scandiacus,1960,0,0,,54
Snowy Owl,Bubo scandiacus,1961,0,0,,48
Snowy Owl,Bubo scandiacus,1962,0,0,,70
Snowy Owl,Bubo scandiacus,1963,0,0,,56
Snowy Owl,Bubo scandiacus,1964,0,0,,70
Snowy Owl,Bubo scandiacus,1965,0,0,,70
Snowy Owl,Bubo scandiacus,1966,0,0,,59
Snowy Owl,Bubo scandiacus,1967,0,0,,76
Snowy Owl,Bubo scandiacus,1968,0,0,,42
Snowy Owl,Bubo scandiacus,1969,0,0,,60
Snowy Owl,Bubo scandiacus,1970,0,0,,40
Snowy Owl,Bubo scandiacus,1971,0,0,,59
Snowy Owl,Bubo scandiacus,1972,0,0,,87
Snowy Owl,Bubo scandiacus,1973,0,0,,68
Snowy Owl,Bubo scandiacus,1974,0,0,,81
Snowy Owl,Bubo scandiacus,1975,0,0,,59
Snowy Owl,Bubo scandiacus,1976,0,0,,128.5
Snowy Owl,Bubo scandiacus,1977,0,0,,123
Snowy Owl,Bubo scandiacus,1978,0,0,,122
Snowy Owl,Bubo scandiacus,1979,0,0,,121
Snowy Owl,Bubo scandiacus,1980,0,0,,117
Snowy Owl,Bubo scandiacus,1981,0,0,,136.5
Snowy Owl,Bubo scandiacus,1982,0,0,,93
Snowy Owl,Bubo scandiacus,1983,0,0,,100
Snowy Owl,Bubo scandiacus,1984,0,0,,60
Snowy Owl,Bubo scandiacus,1985,0,0,,52
Snowy Owl,Bubo scandiacus,1986,0,0,,69
Snowy Owl,Bubo scandiacus,1987,1,0.0196,,51
Snowy Owl,Bubo scandiacus,1988,0,0,,58
Snowy Owl,Bubo scandiacus,1989,0,0,,28
Snowy Owl,Bubo scandiacus,1990,0,0,,54.5
Snowy Owl,Bubo scandiacus,1991,0,0,,62
Snowy Owl,Bubo scandiacus,1992,0,0,,60
Snowy Owl,Bubo scandiacus,1993,0,0,,54
Snowy Owl,Bubo scandiacus,1994,1,0.0256,,39
Snowy Owl,Bubo scandiacus,1995,0,0,,43
Snowy Owl,Bubo scandiacus,1996,0,0,,77.25
Snowy Owl,Bubo scandiacus,1997,0,0,,74
Snowy Owl,Bubo scandiacus,1998,0,0,,52.75
Snowy Owl,Bubo scandiacus,1999,0,0,,36.25
Snowy Owl,Bubo scandiacus,2000,0,0,,35.5
Snowy Owl,Bubo scandiacus,2002,0,0,,44.3
Snowy Owl,Bubo scandiacus,2003,1,0.0221,,45.25
Snowy Owl,Bubo scandiacus,2004,0,0,,31.25
Snowy Owl,Bubo scandiacus,2005,0,0,,25.5
Snowy Owl,Bubo scandiacus,2006,2,0.0275,,72.75
Snowy Owl,Bubo scandiacus,2007,0,0,,46.75
Snowy Owl,Bubo scandiacus,2008,0,0,,27
Snowy Owl,Bubo scandiacus,2009,0,0,,42.75
Snowy Owl,Bubo scandiacus,2010,0,0,,54.25
Snowy Owl,Bubo scandiacus,2011,2,0.0403,,49.6
Snowy Owl,Bubo scandiacus,2012,0,0,,54
Snowy Owl,Bubo scandiacus,2013,2,0.0434,,46.1
Snowy Owl,Bubo scandiacus,2014,0,0,,60.25
Snowy Owl,Bubo scandiacus,2015,0,0,,63.5
Snowy Owl,Bubo scandiacus,2016,1,0.0213,,47
Snowy Owl,Bubo scandiacus,2017,0,0,,40.49
Snowy Owl,Bubo scandiacus,2018,0,0,,38.4
Snowy Owl,Bubo scandiacus,2019,0,0,,31.78
Snowy Owl,Bubo scandiacus,2020,0,0,,69.35
Song Sparrow,Melospiza melodia,1933,2,0,,0
Song Sparrow,Melospiza melodia,1934,2,0,,0
Song Sparrow,Melospiza melodia,1935,1,0,,0
Song Sparrow,Melospiza melodia,1936,0,0,,0
Song Sparrow,Melospiza melodia,1937,2,0,,0
Song Sparrow,Melospiza melodia,1938,1,0.0392,,25.5
Song Sparrow,Melospiza melodia,1940,1,0,,0
Song Sparrow,Melospiza melodia,1941,2,0.0769,,26
Song Sparrow,Melospiza melodia,1943,1,0.0286,,35
Song Sparrow,Melospiza melodia,1945,1,0.0313,,32
Song Sparrow,Melospiza melodia,1946,0,0,,32
Song Sparrow,Melospiza melodia,1949,0,0,,0
Song Sparrow,Melospiza melodia,1950,1,0.0526,,19
Song Sparrow,Melospiza melodia,1951,0,0,,9
Song Sparrow,Melospiza melodia,1954,1,0.0196,,51
Song Sparrow,Melospiza melodia,1955,10,0.1818,,55
Song Sparrow,Melospiza melodia,1957,3,0.0714,,42
Song Sparrow,Melospiza melodia,1958,9,0.1525,,59
Song Sparrow,Melospiza melodia,1959,6,0.1111,,54
Song Sparrow,Melospiza melodia,1960,19,0.3519,,54
Song Sparrow,Melospiza melodia,1961,14,0.2917,,48
Song Sparrow,Melospiza melodia,1962,12,0.1714,,70
Song Sparrow,Melospiza melodia,1963,14,0.25,,56
Song Sparrow,Melospiza melodia,1964,29,0.4143,,70
Song Sparrow,Melospiza melodia,1965,4,0.0571,,70
Song Sparrow,Melospiza melodia,1966,8,0.1356,,59
Song Sparrow,Melospiza melodia,1967,9,0.1184,,76
Song Sparrow,Melospiza melodia,1968,10,0.2381,,42
Song Sparrow,Melospiza melodia,1969,12,0.2,,60
Song Sparrow,Melospiza melodia,1970,5,0.125,,40
Song Sparrow,Melospiza melodia,1971,2,0.0339,,59
Song Sparrow,Melospiza melodia,1972,14,0.1609,,87
Song Sparrow,Melospiza melodia,1973,32,0.4706,,68
Song Sparrow,Melospiza melodia,1974,10,0.1235,,81
Song Sparrow,Melospiza melodia,1975,14,0.2373,,59
Song Sparrow,Melospiza melodia,1976,57,0.4436,,128.5
Song Sparrow,Melospiza melodia,1977,6,0.0488,,123
Song Sparrow,Melospiza melodia,1978,15,0.123,,122
Song Sparrow,Melospiza melodia,1979,11,0.0909,,121
Song Sparrow,Melospiza melodia,1980,34,0.2906,,117
Song Sparrow,Melospiza melodia,1981,17,0.1245,,136.5
Song Sparrow,Melospiza melodia,1982,19,0.2043,,93
Song Sparrow,Melospiza melodia,1983,11,0.11,,100
Song Sparrow,Melospiza melodia,1984,3,0.05,,60
Song Sparrow,Melospiza melodia,1985,11,0.2115,,52
Song Sparrow,Melospiza melodia,1986,1,0.0145,,69
Song Sparrow,Melospiza melodia,1987,10,0.1961,,51
Song Sparrow,Melospiza melodia,1988,7,0.1207,,58
Song Sparrow,Melospiza melodia,1989,10,0.3571,,28
Song Sparrow,Melospiza melodia,1990,5,0.0917,,54.5
Song Sparrow,Melospiza melodia,1991,5,0.0806,,62
Song Sparrow,Melospiza melodia,1992,6,0.1,,60
Song Sparrow,Melospiza melodia,1993,4,0.0741,,54
Song Sparrow,Melospiza melodia,1994,5,0.1282,,39
Song Sparrow,Melospiza melodia,1995,5,0.1163,,43
Song Sparrow,Melospiza melodia,1996,6,0.0777,,77.25
Song Sparrow,Melospiza melodia,1997,8,0.1081,,74
Song Sparrow,Melospiza melodia,1998,9,0.1706,,52.75
Song Sparrow,Melospiza melodia,1999,0,0,,36.25
Song Sparrow,Melospiza melodia,2000,8,0.2254,,35.5
Song Sparrow,Melospiza melodia,2002,3,0.0677,,44.3
Song Sparrow,Melospiza melodia,2003,1,0.0221,,45.25
Song Sparrow,Melospiza melodia,2004,14,0.448,,31.25
Song Sparrow,Melospiza melodia,2005,3,0.1176,,25.5
Song Sparrow,Melospiza melodia,2006,1,0.0137,,72.75
Song Sparrow,Melospiza melodia,2007,0,0,,46.75
Song Sparrow,Melospiza melodia,2008,9,0.3333,,27
Song Sparrow,Melospiza melodia,2009,2,0.0468,,42.75
Song Sparrow,Melospiza melodia,2010,7,0.129,,54.25
Song Sparrow,Melospiza melodia,2011,6,0.121,"LC,",49.6
Song Sparrow,Melospiza melodia,2012,6,0.1111,,54
Song Sparrow,Melospiza melodia,2013,2,0.0434,,46.1
Song Sparrow,Melospiza melodia,2014,8,0.1328,,60.25
Song Sparrow,Melospiza melodia,2015,12,0.189,,63.5
Song Sparrow,Melospiza melodia,2016,4,0.0851,,47
Song Sparrow,Melospiza melodia,2017,4,0.0988,,40.49
Song Sparrow,Melospiza melodia,2018,6,0.1563,"LC,",38.4
Song Sparrow,Melospiza melodia,2019,8,0.2517,,31.78
Song Sparrow,Melospiza melodia,2020,11,0.1586,,69.35
Spruce Grouse,Falcipennis canadensis,1933,0,0,,0
Spruce Grouse,Falcipennis canadensis,1934,0,0,,0
Spruce Grouse,Falcipennis canadensis,1935,0,0,,0
Spruce Grouse,Falcipennis canadensis,1936,0,0,,0
Spruce Grouse,Falcipennis canadensis,1937,0,0,,0
Spruce Grouse,Falcipennis canadensis,1938,0,0,,25.5
Spruce Grouse,Falcipennis canadensis,1940,0,0,,0
Spruce Grouse,Falcipennis canadensis,1941,0,0,,26
Spruce Grouse,Falcipennis canadensis,1943,0,0,,35
Spruce Grouse,Falcipennis canadensis,1945,0,0,,32
Spruce Grouse,Falcipennis canadensis,1946,0,0,,32
Spruce Grouse,Falcipennis canadensis,1949,0,0,,0
Spruce Grouse,Falcipennis canadensis,1950,0,0,,19
Spruce Grouse,Falcipennis canadensis,1951,0,0,,9
Spruce Grouse,Falcipennis canadensis,1954,0,0,,51
Spruce Grouse,Falcipennis canadensis,1955,0,0,,55
Spruce Grouse,Falcipennis canadensis,1957,0,0,,42
Spruce Grouse,Falcipennis canadensis,1958,0,0,,59
Spruce Grouse,Falcipennis canadensis,1959,0,0,,54
Spruce Grouse,Falcipennis canadensis,1960,0,0,,54
Spruce Grouse,Falcipennis canadensis,1961,0,0,,48
Spruce Grouse,Falcipennis canadensis,1962,0,0,,70
Spruce Grouse,Falcipennis canadensis,1963,0,0,,56
Spruce Grouse,Falcipennis canadensis,1964,0,0,,70
Spruce Grouse,Falcipennis canadensis,1965,0,0,,70
Spruce Grouse,Falcipennis canadensis,1966,0,0,,59
Spruce Grouse,Falcipennis canadensis,1967,0,0,,76
Spruce Grouse,Falcipennis canadensis,1968,0,0,,42
Spruce Grouse,Falcipennis canadensis,1969,0,0,,60
Spruce Grouse,Falcipennis canadensis,1970,0,0,,40
Spruce Grouse,Falcipennis canadensis,1971,0,0,,59
Spruce Grouse,Falcipennis canadensis,1972,0,0,,87
Spruce Grouse,Falcipennis canadensis,1973,0,0,,68
Spruce Grouse,Falcipennis canadensis,1974,0,0,,81
Spruce Grouse,Falcipennis canadensis,1975,0,0,,59
Spruce Grouse,Falcipennis canadensis,1976,0,0,,128.5
Spruce Grouse,Falcipennis canadensis,1977,0,0,,123
Spruce Grouse,Falcipennis canadensis,1978,0,0,,122
Spruce Grouse,Falcipennis canadensis,1979,0,0,,121
Spruce Grouse,Falcipennis canadensis,1980,0,0,,117
Spruce Grouse,Falcipennis canadensis,1981,0,0,,136.5
Spruce Grouse,Falcipennis canadensis,1982,0,0,,93
Spruce Grouse,Falcipennis canadensis,1983,0,0,,100
Spruce Grouse,Falcipennis canadensis,1984,0,0,,60
Spruce Grouse,Falcipennis canadensis,1985,2,0.0385,,52
Spruce Grouse,Falcipennis canadensis,1986,0,0,,69
Spruce Grouse,Falcipennis canadensis,1987,0,0,,51
Spruce Grouse,Falcipennis canadensis,1988,0,0,,58
Spruce Grouse,Falcipennis canadensis,1989,0,0,,28
Spruce Grouse,Falcipennis canadensis,1990,1,0.0183,,54.5
Spruce Grouse,Falcipennis canadensis,1991,0,0,,62
Spruce Grouse,Falcipennis canadensis,1992,0,0,,60
Spruce Grouse,Falcipennis canadensis,1993,0,0,,54
Spruce Grouse,Falcipennis canadensis,1994,0,0,,39
Spruce Grouse,Falcipennis canadensis,1995,0,0,,43
Spruce Grouse,Falcipennis canadensis,1996,0,0,,77.25
Spruce Grouse,Falcipennis canadensis,1997,0,0,,74
Spruce Grouse,Falcipennis canadensis,1998,1,0.019,,52.75
Spruce Grouse,Falcipennis canadensis,1999,0,0,,36.25
Spruce Grouse,Falcipennis canadensis,2000,0,0,,35.5
Spruce Grouse,Falcipennis canadensis,2002,0,0,,44.3
Spruce Grouse,Falcipennis canadensis,2003,0,0,,45.25
Spruce Grouse,Falcipennis canadensis,2004,0,0,,31.25
Spruce Grouse,Falcipennis canadensis,2005,0,0,,25.5
Spruce Grouse,Falcipennis canadensis,2006,0,0,,72.75
Spruce Grouse,Falcipennis canadensis,2007,0,0,,46.75
Spruce Grouse,Falcipennis canadensis,2008,0,0,,27
Spruce Grouse,Falcipennis canadensis,2009,0,0,,42.75
Spruce Grouse,Falcipennis canadensis,2010,0,0,,54.25
Spruce Grouse,Falcipennis canadensis,2011,0,0,,49.6
Spruce Grouse,Falcipennis canadensis,2012,0,0,,54
Spruce Grouse,Falcipennis canadensis,2013,0,0,,46.1
Spruce Grouse,Falcipennis canadensis,2014,0,0,,60.25
Spruce Grouse,Falcipennis canadensis,2015,0,0,,63.5
Spruce Grouse,Falcipennis canadensis,2016,0,0,,47
Spruce Grouse,Falcipennis canadensis,2017,0,0,,40.49
Spruce Grouse,Falcipennis canadensis,2018,0,0,,38.4
Spruce Grouse,Falcipennis canadensis,2019,0,0,,31.78
Spruce Grouse,Falcipennis canadensis,2020,0,0,,69.35
Surf Scoter,Melanitta perspicillata,1933,0,0,,0
Surf Scoter,Melanitta perspicillata,1934,0,0,,0
Surf Scoter,Melanitta perspicillata,1935,0,0,,0
Surf Scoter,Melanitta perspicillata,1936,2,0,,0
Surf Scoter,Melanitta perspicillata,1937,0,0,,0
Surf Scoter,Melanitta perspicillata,1938,0,0,,25.5
Surf Scoter,Melanitta perspicillata,1940,23,0,,0
Surf Scoter,Melanitta perspicillata,1941,0,0,,26
Surf Scoter,Melanitta perspicillata,1943,21,0.6,,35
Surf Scoter,Melanitta perspicillata,1945,0,0,,32
Surf Scoter,Melanitta perspicillata,1946,0,0,,32
Surf Scoter,Melanitta perspicillata,1949,0,0,,0
Surf Scoter,Melanitta perspicillata,1950,17,0.8947,,19
Surf Scoter,Melanitta perspicillata,1951,0,0,,9
Surf Scoter,Melanitta perspicillata,1954,8,0.1569,,51
Surf Scoter,Melanitta perspicillata,1955,25,0.4545,,55
Surf Scoter,Melanitta perspicillata,1957,9,0.2143,,42
Surf Scoter,Melanitta perspicillata,1958,50,0.8475,,59
Surf Scoter,Melanitta perspicillata,1959,12,0.2222,,54
Surf Scoter,Melanitta perspicillata,1960,20,0.3704,,54
Surf Scoter,Melanitta perspicillata,1961,146,3.0417,,48
Surf Scoter,Melanitta perspicillata,1962,15,0.2143,,70
Surf Scoter,Melanitta perspicillata,1963,10,0.1786,,56
Surf Scoter,Melanitta perspicillata,1964,8,0.1143,,70
Surf Scoter,Melanitta perspicillata,1965,83,1.1857,,70
Surf Scoter,Melanitta perspicillata,1966,49,0.8305,,59
Surf Scoter,Melanitta perspicillata,1967,28,0.3684,,76
Surf Scoter,Melanitta perspicillata,1968,10,0.2381,,42
Surf Scoter,Melanitta perspicillata,1969,29,0.4833,,60
Surf Scoter,Melanitta perspicillata,1970,1,0.025,,40
Surf Scoter,Melanitta perspicillata,1971,43,0.7288,,59
Surf Scoter,Melanitta perspicillata,1972,14,0.1609,,87
Surf Scoter,Melanitta perspicillata,1973,5,0.0735,,68
Surf Scoter,Melanitta perspicillata,1974,12,0.1481,,81
Surf Scoter,Melanitta perspicillata,1975,12,0.2034,,59
Surf Scoter,Melanitta perspicillata,1976,12,0.0934,,128.5
Surf Scoter,Melanitta perspicillata,1977,17,0.1382,,123
Surf Scoter,Melanitta perspicillata,1978,9,0.0738,,122
Surf Scoter,Melanitta perspicillata,1979,0,0,,121
Surf Scoter,Melanitta perspicillata,1980,6,0.0513,,117
Surf Scoter,Melanitta perspicillata,1981,0,0,,136.5
Surf Scoter,Melanitta perspicillata,1982,39,0.4194,,93
Surf Scoter,Melanitta perspicillata,1983,0,0,,100
Surf Scoter,Melanitta perspicillata,1984,7,0.1167,,60
Surf Scoter,Melanitta perspicillata,1985,28,0.5385,,52
Surf Scoter,Melanitta perspicillata,1986,8,0.1159,,69
Surf Scoter,Melanitta perspicillata,1987,13,0.2549,,51
Surf Scoter,Melanitta perspicillata,1988,13,0.2241,,58
Surf Scoter,Melanitta perspicillata,1989,3,0.1071,,28
Surf Scoter,Melanitta perspicillata,1990,0,0,,54.5
Surf Scoter,Melanitta perspicillata,1991,0,0,,62
Surf Scoter,Melanitta perspicillata,1992,0,0,,60
Surf Scoter,Melanitta perspicillata,1993,1,0.0185,,54
Surf Scoter,Melanitta perspicillata,1994,0,0,,39
Surf Scoter,Melanitta perspicillata,1995,3,0.0698,,43
Surf Scoter,Melanitta perspicillata,1996,0,0,,77.25
Surf Scoter,Melanitta perspicillata,1997,0,0,,74
Surf Scoter,Melanitta perspicillata,1998,4,0.0758,,52.75
Surf Scoter,Melanitta perspicillata,1999,0,0,,36.25
Surf Scoter,Melanitta perspicillata,2000,0,0,,35.5
Surf Scoter,Melanitta perspicillata,2002,0,0,,44.3
Surf Scoter,Melanitta perspicillata,2003,0,0,,45.25
Surf Scoter,Melanitta perspicillata,2004,3,0.096,,31.25
Surf Scoter,Melanitta perspicillata,2005,1,0.0392,,25.5
Surf Scoter,Melanitta perspicillata,2006,3,0.0412,,72.75
Surf Scoter,Melanitta perspicillata,2007,1,0.0214,,46.75
Surf Scoter,Melanitta perspicillata,2008,0,0,,27
Surf Scoter,Melanitta perspicillata,2009,0,0,,42.75
Surf Scoter,Melanitta perspicillata,2010,5,0.0922,,54.25
Surf Scoter,Melanitta perspicillata,2011,14,0.2823,,49.6
Surf Scoter,Melanitta perspicillata,2012,2,0.037,,54
Surf Scoter,Melanitta perspicillata,2013,0,0,,46.1
Surf Scoter,Melanitta perspicillata,2014,3,0.0498,,60.25
Surf Scoter,Melanitta perspicillata,2015,0,0,,63.5
Surf Scoter,Melanitta perspicillata,2016,3,0.0638,,47
Surf Scoter,Melanitta perspicillata,2017,3,0.0741,,40.49
Surf Scoter,Melanitta perspicillata,2018,36,0.9375,,38.4
Surf Scoter,Melanitta perspicillata,2019,8,0.2517,,31.78
Surf Scoter,Melanitta perspicillata,2020,23,0.3317,,69.35
Swamp Sparrow,Melospiza georgiana,1933,0,0,,0
Swamp Sparrow,Melospiza georgiana,1934,0,0,,0
Swamp Sparrow,Melospiza georgiana,1935,0,0,,0
Swamp Sparrow,Melospiza georgiana,1936,0,0,,0
Swamp Sparrow,Melospiza georgiana,1937,0,0,,0
Swamp Sparrow,Melospiza georgiana,1938,0,0,,25.5
Swamp Sparrow,Melospiza georgiana,1940,0,0,,0
Swamp Sparrow,Melospiza georgiana,1941,0,0,,26
Swamp Sparrow,Melospiza georgiana,1943,0,0,,35
Swamp Sparrow,Melospiza georgiana,1945,0,0,,32
Swamp Sparrow,Melospiza georgiana,1946,0,0,,32
Swamp Sparrow,Melospiza georgiana,1949,0,0,,0
Swamp Sparrow,Melospiza georgiana,1950,0,0,,19
Swamp Sparrow,Melospiza georgiana,1951,0,0,,9
Swamp Sparrow,Melospiza georgiana,1954,0,0,,51
Swamp Sparrow,Melospiza georgiana,1955,0,0,,55
Swamp Sparrow,Melospiza georgiana,1957,0,0,,42
Swamp Sparrow,Melospiza georgiana,1958,0,0,,59
Swamp Sparrow,Melospiza georgiana,1959,0,0,,54
Swamp Sparrow,Melospiza georgiana,1960,0,0,,54
Swamp Sparrow,Melospiza georgiana,1961,0,0,,48
Swamp Sparrow,Melospiza georgiana,1962,0,0,,70
Swamp Sparrow,Melospiza georgiana,1963,0,0,,56
Swamp Sparrow,Melospiza georgiana,1964,1,0.0143,,70
Swamp Sparrow,Melospiza georgiana,1965,0,0,,70
Swamp Sparrow,Melospiza georgiana,1966,0,0,,59
Swamp Sparrow,Melospiza georgiana,1967,0,0,,76
Swamp Sparrow,Melospiza georgiana,1968,0,0,,42
Swamp Sparrow,Melospiza georgiana,1969,0,0,,60
Swamp Sparrow,Melospiza georgiana,1970,0,0,,40
Swamp Sparrow,Melospiza georgiana,1971,0,0,,59
Swamp Sparrow,Melospiza georgiana,1972,0,0,,87
Swamp Sparrow,Melospiza georgiana,1973,0,0,,68
Swamp Sparrow,Melospiza georgiana,1974,0,0,,81
Swamp Sparrow,Melospiza georgiana,1975,0,0,,59
Swamp Sparrow,Melospiza georgiana,1976,0,0,,128.5
Swamp Sparrow,Melospiza georgiana,1977,0,0,,123
Swamp Sparrow,Melospiza georgiana,1978,0,0,,122
Swamp Sparrow,Melospiza georgiana,1979,1,0.0083,,121
Swamp Sparrow,Melospiza georgiana,1980,0,0,,117
Swamp Sparrow,Melospiza georgiana,1981,2,0.0147,,136.5
Swamp Sparrow,Melospiza georgiana,1982,1,0.0108,,93
Swamp Sparrow,Melospiza georgiana,1983,3,0.03,,100
Swamp Sparrow,Melospiza georgiana,1984,0,0,,60
Swamp Sparrow,Melospiza georgiana,1985,0,0,,52
Swamp Sparrow,Melospiza georgiana,1986,0,0,,69
Swamp Sparrow,Melospiza georgiana,1987,0,0,,51
Swamp Sparrow,Melospiza georgiana,1988,0,0,,58
Swamp Sparrow,Melospiza georgiana,1989,0,0,,28
Swamp Sparrow,Melospiza georgiana,1990,0,0,,54.5
Swamp Sparrow,Melospiza georgiana,1991,0,0,,62
Swamp Sparrow,Melospiza georgiana,1992,0,0,,60
Swamp Sparrow,Melospiza georgiana,1993,0,0,,54
Swamp Sparrow,Melospiza georgiana,1994,0,0,,39
Swamp Sparrow,Melospiza georgiana,1995,0,0,,43
Swamp Sparrow,Melospiza georgiana,1996,0,0,,77.25
Swamp Sparrow,Melospiza georgiana,1997,0,0,,74
Swamp Sparrow,Melospiza georgiana,1998,0,0,,52.75
Swamp Sparrow,Melospiza georgiana,1999,0,0,,36.25
Swamp Sparrow,Melospiza georgiana,2000,0,0,,35.5
Swamp Sparrow,Melospiza georgiana,2002,0,0,,44.3
Swamp Sparrow,Melospiza georgiana,2003,0,0,,45.25
Swamp Sparrow,Melospiza georgiana,2004,0,0,,31.25
Swamp Sparrow,Melospiza georgiana,2005,0,0,,25.5
Swamp Sparrow,Melospiza georgiana,2006,0,0,,72.75
Swamp Sparrow,Melospiza georgiana,2007,0,0,,46.75
Swamp Sparrow,Melospiza georgiana,2008,0,0,,27
Swamp Sparrow,Melospiza georgiana,2009,0,0,,42.75
Swamp Sparrow,Melospiza georgiana,2010,0,0,,54.25
Swamp Sparrow,Melospiza georgiana,2011,1,0.0202,,49.6
Swamp Sparrow,Melospiza georgiana,2012,0,0,,54
Swamp Sparrow,Melospiza georgiana,2013,0,0,,46.1
Swamp Sparrow,Melospiza georgiana,2014,0,0,,60.25
Swamp Sparrow,Melospiza georgiana,2015,0,0,,63.5
Swamp Sparrow,Melospiza georgiana,2016,0,0,,47
Swamp Sparrow,Melospiza georgiana,2017,0,0,,40.49
Swamp Sparrow,Melospiza georgiana,2018,0,0,,38.4
Swamp Sparrow,Melospiza georgiana,2019,0,0,,31.78
Swamp Sparrow,Melospiza georgiana,2020,0,0,,69.35
Thick-billed Murre,Uria lomvia,1933,0,0,,0
Thick-billed Murre,Uria lomvia,1934,0,0,,0
Thick-billed Murre,Uria lomvia,1935,0,0,,0
Thick-billed Murre,Uria lomvia,1936,0,0,,0
Thick-billed Murre,Uria lomvia,1937,0,0,,0
Thick-billed Murre,Uria lomvia,1938,1,0.0392,,25.5
Thick-billed Murre,Uria lomvia,1940,0,0,,0
Thick-billed Murre,Uria lomvia,1941,0,0,,26
Thick-billed Murre,Uria lomvia,1943,0,0,,35
Thick-billed Murre,Uria lomvia,1945,0,0,,32
Thick-billed Murre,Uria lomvia,1946,0,0,,32
Thick-billed Murre,Uria lomvia,1949,0,0,,0
Thick-billed Murre,Uria lomvia,1950,0,0,,19
Thick-billed Murre,Uria lomvia,1951,0,0,,9
Thick-billed Murre,Uria lomvia,1954,0,0,,51
