CommonName,SciName2,Year,Count,CountPartyHour,Flags,PartyHours
American Black Duck,Anas rubripes,1933,71,0,,0
American Black Duck,Anas rubripes,1934,65,0,,0
American Black Duck,Anas rubripes,1935,7,0,,0
American Black Duck,Anas rubripes,1936,17,0,,0
American Black Duck,Anas rubripes,1937,550,0,,0
American Black Duck,Anas rubripes,1938,1024,40.1569,,25.5
American Black Duck,Anas rubripes,1940,21,0,,0
American Black Duck,Anas rubripes,1941,345,13.2692,,26
American Black Duck,Anas rubripes,1943,16,0.4571,,35
American Black Duck,Anas rubripes,1945,218,6.8125,,32
American Black Duck,Anas rubripes,1946,36,1.125,,32
American Black Duck,Anas rubripes,1949,258,0,,0
American Black Duck,Anas rubripes,1950,84,4.4211,,19
American Black Duck,Anas rubripes,1951,185,20.5556,,9
American Black Duck,Anas rubripes,1954,190,3.7255,,51
American Black Duck,Anas rubripes,1955,317,5.7636,,55
American Black Duck,Anas rubripes,1957,127,3.0238,,42
American Black Duck,Anas rubripes,1958,157,2.661,,59
American Black Duck,Anas rubripes,1959,547,10.1296,,54
American Black Duck,Anas rubripes,1960,717,13.2778,,54
American Black Duck,Anas rubripes,1961,393,8.1875,,48
American Black Duck,Anas rubripes,1962,550,7.8571,,70
American Black Duck,Anas rubripes,1963,130,2.3214,,56
American Black Duck,Anas rubripes,1964,630,9,,70
American Black Duck,Anas rubripes,1965,730,10.4286,,70
American Black Duck,Anas rubripes,1966,580,9.8305,,59
American Black Duck,Anas rubripes,1967,510,6.7105,,76
American Black Duck,Anas rubripes,1968,120,2.8571,,42
American Black Duck,Anas rubripes,1969,770,12.8333,,60
American Black Duck,Anas rubripes,1970,570,14.25,,40
American Black Duck,Anas rubripes,1971,600,10.1695,,59
American Black Duck,Anas rubripes,1972,715,8.2184,,87
American Black Duck,Anas rubripes,1973,1532,22.5294,,68
American Black Duck,Anas rubripes,1974,1092,13.4815,,81
American Black Duck,Anas rubripes,1975,645,10.9322,,59
American Black Duck,Anas rubripes,1976,228,1.7743,,128.5
American Black Duck,Anas rubripes,1977,474,3.8537,,123
American Black Duck,Anas rubripes,1978,459,3.7623,,122
American Black Duck,Anas rubripes,1979,1511,12.4876,,121
American Black Duck,Anas rubripes,1980,526,4.4957,,117
American Black Duck,Anas rubripes,1981,490,3.5897,,136.5
American Black Duck,Anas rubripes,1982,219,2.3548,,93
American Black Duck,Anas rubripes,1983,760,7.6,,100
American Black Duck,Anas rubripes,1984,200,3.3333,,60
American Black Duck,Anas rubripes,1985,448,8.6154,,52
American Black Duck,Anas rubripes,1986,244,3.5362,,69
American Black Duck,Anas rubripes,1987,272,5.3333,,51
American Black Duck,Anas rubripes,1988,411,7.0862,,58
American Black Duck,Anas rubripes,1989,283,10.1071,,28
American Black Duck,Anas rubripes,1990,515,9.4495,,54.5
American Black Duck,Anas rubripes,1991,374,6.0323,,62
American Black Duck,Anas rubripes,1992,548,9.1333,,60
American Black Duck,Anas rubripes,1993,550,10.1852,,54
American Black Duck,Anas rubripes,1994,886,22.7179,,39
American Black Duck,Anas rubripes,1995,985,22.907,,43
American Black Duck,Anas rubripes,1996,1247,16.1424,,77.25
American Black Duck,Anas rubripes,1997,882,11.9189,,74
American Black Duck,Anas rubripes,1998,1505,28.5308,,52.75
American Black Duck,Anas rubripes,1999,447,12.331,,36.25
American Black Duck,Anas rubripes,2000,759,21.3803,,35.5
American Black Duck,Anas rubripes,2002,697,15.7336,,44.3
American Black Duck,Anas rubripes,2003,344,7.6022,,45.25
American Black Duck,Anas rubripes,2004,350,11.2,,31.25
American Black Duck,Anas rubripes,2005,502,19.6863,,25.5
American Black Duck,Anas rubripes,2006,331,4.5498,,72.75
American Black Duck,Anas rubripes,2007,434,9.2834,,46.75
American Black Duck,Anas rubripes,2008,430,15.9259,,27
American Black Duck,Anas rubripes,2009,594,13.8947,,42.75
American Black Duck,Anas rubripes,2010,320,5.8986,,54.25
American Black Duck,Anas rubripes,2011,282,5.6855,,49.6
American Black Duck,Anas rubripes,2012,236,4.3704,,54
American Black Duck,Anas rubripes,2013,287,6.2256,,46.1
American Black Duck,Anas rubripes,2014,519,8.6141,,60.25
American Black Duck,Anas rubripes,2015,544,8.5669,,63.5
American Black Duck,Anas rubripes,2016,205,4.3617,,47
American Black Duck,Anas rubripes,2017,308,7.6068,,40.49
American Black Duck,Anas rubripes,2018,376,9.7917,,38.4
American Black Duck,Anas rubripes,2019,67,2.1082,,31.78
American Black Duck,Anas rubripes,2020,173,2.4946,,69.35
American Crow,Corvus brachyrhynchos,1933,13,0,,0
American Crow,Corvus brachyrhynchos,1934,49,0,,0
American Crow,Corvus brachyrhynchos,1935,31,0,,0
American Crow,Corvus brachyrhynchos,1936,29,0,,0
American Crow,Corvus brachyrhynchos,1937,50,0,,0
American Crow,Corvus brachyrhynchos,1938,22,0.8627,,25.5
American Crow,Corvus brachyrhynchos,1940,74,0,,0
American Crow,Corvus brachyrhynchos,1941,65,2.5,,26
American Crow,Corvus brachyrhynchos,1943,60,1.7143,,35
American Crow,Corvus brachyrhynchos,1945,74,2.3125,,32
American Crow,Corvus brachyrhynchos,1946,47,1.4688,,32
American Crow,Corvus brachyrhynchos,1949,15,0,,0
American Crow,Corvus brachyrhynchos,1950,15,0.7895,,19
American Crow,Corvus brachyrhynchos,1951,13,1.4444,,9
American Crow,Corvus brachyrhynchos,1954,64,1.2549,,51
American Crow,Corvus brachyrhynchos,1955,116,2.1091,,55
American Crow,Corvus brachyrhynchos,1957,108,2.5714,,42
American Crow,Corvus brachyrhynchos,1958,87,1.4746,,59
American Crow,Corvus brachyrhynchos,1959,199,3.6852,,54
American Crow,Corvus brachyrhynchos,1960,141,2.6111,,54
American Crow,Corvus brachyrhynchos,1961,132,2.75,,48
American Crow,Corvus brachyrhynchos,1962,200,2.8571,,70
American Crow,Corvus brachyrhynchos,1963,210,3.75,,56
American Crow,Corvus brachyrhynchos,1964,230,3.2857,,70
American Crow,Corvus brachyrhynchos,1965,250,3.5714,,70
American Crow,Corvus brachyrhynchos,1966,140,2.3729,,59
American Crow,Corvus brachyrhynchos,1967,120,1.5789,,76
American Crow,Corvus brachyrhynchos,1968,140,3.3333,,42
American Crow,Corvus brachyrhynchos,1969,110,1.8333,,60
American Crow,Corvus brachyrhynchos,1970,180,4.5,,40
American Crow,Corvus brachyrhynchos,1971,180,3.0508,,59
American Crow,Corvus brachyrhynchos,1972,184,2.1149,,87
American Crow,Corvus brachyrhynchos,1973,211,3.1029,,68
American Crow,Corvus brachyrhynchos,1974,289,3.5679,,81
American Crow,Corvus brachyrhynchos,1975,149,2.5254,,59
American Crow,Corvus brachyrhynchos,1976,194,1.5097,,128.5
American Crow,Corvus brachyrhynchos,1977,402,3.2683,,123
American Crow,Corvus brachyrhynchos,1978,384,3.1475,,122
American Crow,Corvus brachyrhynchos,1979,267,2.2066,,121
American Crow,Corvus brachyrhynchos,1980,361,3.0855,,117
American Crow,Corvus brachyrhynchos,1981,351,2.5714,,136.5
American Crow,Corvus brachyrhynchos,1982,321,3.4516,,93
American Crow,Corvus brachyrhynchos,1983,140,1.4,,100
American Crow,Corvus brachyrhynchos,1984,148,2.4667,,60
American Crow,Corvus brachyrhynchos,1985,384,7.3846,,52
American Crow,Corvus brachyrhynchos,1986,233,3.3768,,69
American Crow,Corvus brachyrhynchos,1987,313,6.1373,,51
American Crow,Corvus brachyrhynchos,1988,324,5.5862,,58
American Crow,Corvus brachyrhynchos,1989,164,5.8571,,28
American Crow,Corvus brachyrhynchos,1990,446,8.1835,,54.5
American Crow,Corvus brachyrhynchos,1991,332,5.3548,,62
American Crow,Corvus brachyrhynchos,1992,420,7,,60
American Crow,Corvus brachyrhynchos,1993,260,4.8148,,54
American Crow,Corvus brachyrhynchos,1994,396,10.1538,,39
American Crow,Corvus brachyrhynchos,1995,396,9.2093,,43
American Crow,Corvus brachyrhynchos,1996,376,4.8673,,77.25
American Crow,Corvus brachyrhynchos,1997,503,6.7973,,74
American Crow,Corvus brachyrhynchos,1998,360,6.8246,,52.75
American Crow,Corvus brachyrhynchos,1999,589,16.2483,,36.25
American Crow,Corvus brachyrhynchos,2000,428,12.0563,,35.5
American Crow,Corvus brachyrhynchos,2002,299,6.7494,,44.3
American Crow,Corvus brachyrhynchos,2003,382,8.442,,45.25
American Crow,Corvus brachyrhynchos,2004,287,9.184,,31.25
American Crow,Corvus brachyrhynchos,2005,350,13.7255,,25.5
American Crow,Corvus brachyrhynchos,2006,543,7.4639,,72.75
American Crow,Corvus brachyrhynchos,2007,482,10.3102,,46.75
American Crow,Corvus brachyrhynchos,2008,527,19.5185,,27
American Crow,Corvus brachyrhynchos,2009,316,7.3918,,42.75
American Crow,Corvus brachyrhynchos,2010,462,8.5161,,54.25
American Crow,Corvus brachyrhynchos,2011,505,10.1815,,49.6
American Crow,Corvus brachyrhynchos,2012,419,7.7593,,54
American Crow,Corvus brachyrhynchos,2013,368,7.9826,,46.1
American Crow,Corvus brachyrhynchos,2014,547,9.0788,"HC,",60.25
American Crow,Corvus brachyrhynchos,2015,404,6.3622,,63.5
American Crow,Corvus brachyrhynchos,2016,231,4.9149,,47
American Crow,Corvus brachyrhynchos,2017,245,6.0509,,40.49
American Crow,Corvus brachyrhynchos,2018,383,9.974,,38.4
American Crow,Corvus brachyrhynchos,2019,169,5.3178,,31.78
American Crow,Corvus brachyrhynchos,2020,463,6.6763,,69.35
American Goldfinch,Spinus tristis,1933,0,0,,0
American Goldfinch,Spinus tristis,1934,0,0,,0
American Goldfinch,Spinus tristis,1935,0,0,,0
American Goldfinch,Spinus tristis,1936,0,0,,0
American Goldfinch,Spinus tristis,1937,0,0,,0
American Goldfinch,Spinus tristis,1938,7,0.2745,,25.5
American Goldfinch,Spinus tristis,1940,2,0,,0
American Goldfinch,Spinus tristis,1941,21,0.8077,,26
American Goldfinch,Spinus tristis,1943,0,0,,35
American Goldfinch,Spinus tristis,1945,0,0,,32
American Goldfinch,Spinus tristis,1946,0,0,,32
American Goldfinch,Spinus tristis,1949,0,0,,0
American Goldfinch,Spinus tristis,1950,0,0,,19
American Goldfinch,Spinus tristis,1951,2,0.2222,,9
American Goldfinch,Spinus tristis,1954,20,0.3922,,51
American Goldfinch,Spinus tristis,1955,30,0.5455,,55
American Goldfinch,Spinus tristis,1957,5,0.119,,42
American Goldfinch,Spinus tristis,1958,2,0.0339,,59
American Goldfinch,Spinus tristis,1959,6,0.1111,,54
American Goldfinch,Spinus tristis,1960,10,0.1852,,54
American Goldfinch,Spinus tristis,1961,4,0.0833,,48
American Goldfinch,Spinus tristis,1962,14,0.2,,70
American Goldfinch,Spinus tristis,1963,11,0.1964,,56
American Goldfinch,Spinus tristis,1964,210,3,,70
American Goldfinch,Spinus tristis,1965,1,0.0143,,70
American Goldfinch,Spinus tristis,1966,66,1.1186,,59
American Goldfinch,Spinus tristis,1967,0,0,,76
American Goldfinch,Spinus tristis,1968,8,0.1905,,42
American Goldfinch,Spinus tristis,1969,12,0.2,,60
American Goldfinch,Spinus tristis,1970,43,1.075,,40
American Goldfinch,Spinus tristis,1971,8,0.1356,,59
American Goldfinch,Spinus tristis,1972,29,0.3333,,87
American Goldfinch,Spinus tristis,1973,10,0.1471,,68
American Goldfinch,Spinus tristis,1974,107,1.321,,81
American Goldfinch,Spinus tristis,1975,4,0.0678,,59
American Goldfinch,Spinus tristis,1976,186,1.4475,,128.5
American Goldfinch,Spinus tristis,1977,62,0.5041,,123
American Goldfinch,Spinus tristis,1978,364,2.9836,,122
American Goldfinch,Spinus tristis,1979,36,0.2975,,121
American Goldfinch,Spinus tristis,1980,21,0.1795,,117
American Goldfinch,Spinus tristis,1981,190,1.3919,,136.5
American Goldfinch,Spinus tristis,1982,57,0.6129,,93
American Goldfinch,Spinus tristis,1983,14,0.14,,100
American Goldfinch,Spinus tristis,1984,85,1.4167,,60
American Goldfinch,Spinus tristis,1985,26,0.5,,52
American Goldfinch,Spinus tristis,1986,22,0.3188,,69
American Goldfinch,Spinus tristis,1987,8,0.1569,,51
American Goldfinch,Spinus tristis,1988,7,0.1207,,58
American Goldfinch,Spinus tristis,1989,58,2.0714,,28
American Goldfinch,Spinus tristis,1990,16,0.2936,,54.5
American Goldfinch,Spinus tristis,1991,66,1.0645,,62
American Goldfinch,Spinus tristis,1992,81,1.35,,60
American Goldfinch,Spinus tristis,1993,11,0.2037,,54
American Goldfinch,Spinus tristis,1994,154,3.9487,,39
American Goldfinch,Spinus tristis,1995,24,0.5581,,43
American Goldfinch,Spinus tristis,1996,239,3.0939,,77.25
American Goldfinch,Spinus tristis,1997,136,1.8378,,74
American Goldfinch,Spinus tristis,1998,190,3.6019,,52.75
American Goldfinch,Spinus tristis,1999,29,0.8,,36.25
American Goldfinch,Spinus tristis,2000,165,4.6479,,35.5
American Goldfinch,Spinus tristis,2002,66,1.4898,,44.3
American Goldfinch,Spinus tristis,2003,32,0.7072,,45.25
American Goldfinch,Spinus tristis,2004,102,3.264,,31.25
American Goldfinch,Spinus tristis,2005,61,2.3922,,25.5
American Goldfinch,Spinus tristis,2006,150,2.0619,,72.75
American Goldfinch,Spinus tristis,2007,33,0.7059,,46.75
American Goldfinch,Spinus tristis,2008,58,2.1481,,27
American Goldfinch,Spinus tristis,2009,95,2.2222,,42.75
American Goldfinch,Spinus tristis,2010,68,1.2535,,54.25
American Goldfinch,Spinus tristis,2011,278,5.6048,,49.6
American Goldfinch,Spinus tristis,2012,15,0.2778,,54
American Goldfinch,Spinus tristis,2013,81,1.757,,46.1
American Goldfinch,Spinus tristis,2014,39,0.6473,,60.25
American Goldfinch,Spinus tristis,2015,187,2.9449,,63.5
American Goldfinch,Spinus tristis,2016,156,3.3191,,47
American Goldfinch,Spinus tristis,2017,53,1.309,,40.49
American Goldfinch,Spinus tristis,2018,83,2.1615,,38.4
American Goldfinch,Spinus tristis,2019,30,0.944,,31.78
American Goldfinch,Spinus tristis,2020,28,0.4037,,69.35
American Kestrel,Falco sparverius,1933,0,0,,0
American Kestrel,Falco sparverius,1934,0,0,,0
American Kestrel,Falco sparverius,1935,0,0,,0
American Kestrel,Falco sparverius,1936,0,0,,0
American Kestrel,Falco sparverius,1937,0,0,,0
American Kestrel,Falco sparverius,1938,0,0,,25.5
American Kestrel,Falco sparverius,1940,0,0,,0
American Kestrel,Falco sparverius,1941,0,0,,26
American Kestrel,Falco sparverius,1943,0,0,,35
American Kestrel,Falco sparverius,1945,0,0,,32
American Kestrel,Falco sparverius,1946,0,0,,32
American Kestrel,Falco sparverius,1949,0,0,,0
American Kestrel,Falco sparverius,1950,0,0,,19
American Kestrel,Falco sparverius,1951,0,0,,9
American Kestrel,Falco sparverius,1954,1,0.0196,,51
American Kestrel,Falco sparverius,1955,0,0,,55
American Kestrel,Falco sparverius,1957,0,0,,42
American Kestrel,Falco sparverius,1958,0,0,,59
American Kestrel,Falco sparverius,1959,0,0,,54
American Kestrel,Falco sparverius,1960,0,0,,54
American Kestrel,Falco sparverius,1961,0,0,,48
American Kestrel,Falco sparverius,1962,1,0.0143,,70
American Kestrel,Falco sparverius,1963,0,0,,56
American Kestrel,Falco sparverius,1964,0,0,,70
American Kestrel,Falco sparverius,1965,0,0,,70
American Kestrel,Falco sparverius,1966,0,0,,59
American Kestrel,Falco sparverius,1967,0,0,,76
American Kestrel,Falco sparverius,1968,0,0,,42
American Kestrel,Falco sparverius,1969,0,0,,60
American Kestrel,Falco sparverius,1970,0,0,,40
American Kestrel,Falco sparverius,1971,0,0,,59
American Kestrel,Falco sparverius,1972,0,0,,87
American Kestrel,Falco sparverius,1973,0,0,,68
American Kestrel,Falco sparverius,1974,0,0,,81
American Kestrel,Falco sparverius,1975,0,0,,59
American Kestrel,Falco sparverius,1976,1,0.0078,,128.5
American Kestrel,Falco sparverius,1977,0,0,,123
American Kestrel,Falco sparverius,1978,0,0,,122
American Kestrel,Falco sparverius,1979,0,0,,121
American Kestrel,Falco sparverius,1980,0,0,,117
American Kestrel,Falco sparverius,1981,0,0,,136.5
American Kestrel,Falco sparverius,1982,0,0,,93
American Kestrel,Falco sparverius,1983,0,0,,100
American Kestrel,Falco sparverius,1984,0,0,,60
American Kestrel,Falco sparverius,1985,1,0.0192,,52
American Kestrel,Falco sparverius,1986,0,0,,69
American Kestrel,Falco sparverius,1987,0,0,,51
American Kestrel,Falco sparverius,1988,0,0,,58
American Kestrel,Falco sparverius,1989,0,0,,28
American Kestrel,Falco sparverius,1990,0,0,,54.5
American Kestrel,Falco sparverius,1991,0,0,,62
American Kestrel,Falco sparverius,1992,0,0,,60
American Kestrel,Falco sparverius,1993,0,0,,54
American Kestrel,Falco sparverius,1994,0,0,,39
American Kestrel,Falco sparverius,1995,0,0,,43
American Kestrel,Falco sparverius,1996,0,0,,77.25
American Kestrel,Falco sparverius,1997,0,0,,74
American Kestrel,Falco sparverius,1998,0,0,,52.75
American Kestrel,Falco sparverius,1999,0,0,,36.25
American Kestrel,Falco sparverius,2000,0,0,,35.5
American Kestrel,Falco sparverius,2002,0,0,,44.3
American Kestrel,Falco sparverius,2003,0,0,,45.25
American Kestrel,Falco sparverius,2004,0,0,,31.25
American Kestrel,Falco sparverius,2005,0,0,,25.5
American Kestrel,Falco sparverius,2006,0,0,,72.75
American Kestrel,Falco sparverius,2007,0,0,,46.75
American Kestrel,Falco sparverius,2008,0,0,,27
American Kestrel,Falco sparverius,2009,0,0,,42.75
American Kestrel,Falco sparverius,2010,0,0,,54.25
American Kestrel,Falco sparverius,2011,0,0,,49.6
American Kestrel,Falco sparverius,2012,0,0,,54
American Kestrel,Falco sparverius,2013,0,0,,46.1
American Kestrel,Falco sparverius,2014,0,0,,60.25
American Kestrel,Falco sparverius,2015,0,0,,63.5
American Kestrel,Falco sparverius,2016,0,0,,47
American Kestrel,Falco sparverius,2017,0,0,,40.49
American Kestrel,Falco sparverius,2018,0,0,,38.4
American Kestrel,Falco sparverius,2019,0,0,,31.78
American Kestrel,Falco sparverius,2020,0,0,,69.35
American Pipit,Anthus rubescens,1933,0,0,,0
American Pipit,Anthus rubescens,1934,0,0,,0
American Pipit,Anthus rubescens,1935,0,0,,0
American Pipit,Anthus rubescens,1936,0,0,,0
American Pipit,Anthus rubescens,1937,0,0,,0
American Pipit,Anthus rubescens,1938,0,0,,25.5
American Pipit,Anthus rubescens,1940,0,0,,0
American Pipit,Anthus rubescens,1941,0,0,,26
American Pipit,Anthus rubescens,1943,0,0,,35
American Pipit,Anthus rubescens,1945,0,0,,32
American Pipit,Anthus rubescens,1946,0,0,,32
American Pipit,Anthus rubescens,1949,0,0,,0
American Pipit,Anthus rubescens,1950,0,0,,19
American Pipit,Anthus rubescens,1951,0,0,,9
American Pipit,Anthus rubescens,1954,0,0,,51
American Pipit,Anthus rubescens,1955,0,0,,55
American Pipit,Anthus rubescens,1957,0,0,,42
American Pipit,Anthus rubescens,1958,0,0,,59
American Pipit,Anthus rubescens,1959,0,0,,54
American Pipit,Anthus rubescens,1960,0,0,,54
American Pipit,Anthus rubescens,1961,0,0,,48
American Pipit,Anthus rubescens,1962,0,0,,70
American Pipit,Anthus rubescens,1963,0,0,,56
American Pipit,Anthus rubescens,1964,0,0,,70
American Pipit,Anthus rubescens,1965,0,0,,70
American Pipit,Anthus rubescens,1966,0,0,,59
American Pipit,Anthus rubescens,1967,0,0,,76
American Pipit,Anthus rubescens,1968,0,0,,42
American Pipit,Anthus rubescens,1969,0,0,,60
American Pipit,Anthus rubescens,1970,0,0,,40
American Pipit,Anthus rubescens,1971,0,0,,59
American Pipit,Anthus rubescens,1972,0,0,,87
American Pipit,Anthus rubescens,1973,0,0,,68
American Pipit,Anthus rubescens,1974,0,0,,81
American Pipit,Anthus rubescens,1975,0,0,,59
American Pipit,Anthus rubescens,1976,0,0,,128.5
American Pipit,Anthus rubescens,1977,0,0,,123
American Pipit,Anthus rubescens,1978,0,0,,122
American Pipit,Anthus rubescens,1979,0,0,,121
American Pipit,Anthus rubescens,1980,0,0,,117
American Pipit,Anthus rubescens,1981,0,0,,136.5
American Pipit,Anthus rubescens,1982,0,0,,93
American Pipit,Anthus rubescens,1983,0,0,,100
American Pipit,Anthus rubescens,1984,0,0,,60
American Pipit,Anthus rubescens,1985,0,0,,52
American Pipit,Anthus rubescens,1986,0,0,,69
American Pipit,Anthus rubescens,1987,0,0,,51
American Pipit,Anthus rubescens,1988,0,0,,58
American Pipit,Anthus rubescens,1989,0,0,,28
American Pipit,Anthus rubescens,1990,0,0,,54.5
American Pipit,Anthus rubescens,1991,0,0,,62
American Pipit,Anthus rubescens,1992,0,0,,60
American Pipit,Anthus rubescens,1993,0,0,,54
American Pipit,Anthus rubescens,1994,0,0,,39
American Pipit,Anthus rubescens,1995,0,0,,43
American Pipit,Anthus rubescens,1996,0,0,,77.25
American Pipit,Anthus rubescens,1997,0,0,,74
American Pipit,Anthus rubescens,1998,0,0,,52.75
American Pipit,Anthus rubescens,1999,0,0,,36.25
American Pipit,Anthus rubescens,2000,0,0,,35.5
American Pipit,Anthus rubescens,2002,0,0,,44.3
American Pipit,Anthus rubescens,2003,0,0,,45.25
American Pipit,Anthus rubescens,2004,0,0,,31.25
American Pipit,Anthus rubescens,2005,0,0,,25.5
American Pipit,Anthus rubescens,2006,0,0,,72.75
American Pipit,Anthus rubescens,2007,0,0,,46.75
American Pipit,Anthus rubescens,2008,0,0,,27
American Pipit,Anthus rubescens,2009,0,0,,42.75
American Pipit,Anthus rubescens,2010,0,0,,54.25
American Pipit,Anthus rubescens,2011,0,0,,49.6
American Pipit,Anthus rubescens,2012,0,0,,54
American Pipit,Anthus rubescens,2013,0,0,,46.1
American Pipit,Anthus rubescens,2014,0,0,,60.25
American Pipit,Anthus rubescens,2015,0,0,,63.5
American Pipit,Anthus rubescens,2016,0,0,,47
American Pipit,Anthus rubescens,2017,1,0.0247,,40.49
American Pipit,Anthus rubescens,2018,0,0,,38.4
American Pipit,Anthus rubescens,2019,0,0,,31.78
American Pipit,Anthus rubescens,2020,0,0,,69.35
American Robin,Turdus migratorius,1933,3,0,,0
American Robin,Turdus migratorius,1934,0,0,,0
American Robin,Turdus migratorius,1935,0,0,,0
American Robin,Turdus migratorius,1936,2,0,,0
American Robin,Turdus migratorius,1937,4,0,,0
American Robin,Turdus migratorius,1938,2,0.0784,,25.5
American Robin,Turdus migratorius,1940,2,0,,0
American Robin,Turdus migratorius,1941,3,0.1154,,26
American Robin,Turdus migratorius,1943,7,0.2,,35
American Robin,Turdus migratorius,1945,2,0.0625,,32
American Robin,Turdus migratorius,1946,0,0,,32
American Robin,Turdus migratorius,1949,0,0,,0
American Robin,Turdus migratorius,1950,0,0,,19
American Robin,Turdus migratorius,1951,0,0,,9
American Robin,Turdus migratorius,1954,1,0.0196,,51
American Robin,Turdus migratorius,1955,9,0.1636,,55
American Robin,Turdus migratorius,1957,5,0.119,,42
American Robin,Turdus migratorius,1958,20,0.339,,59
American Robin,Turdus migratorius,1959,7,0.1296,,54
American Robin,Turdus migratorius,1960,4,0.0741,,54
American Robin,Turdus migratorius,1961,4,0.0833,,48
American Robin,Turdus migratorius,1962,9,0.1286,,70
American Robin,Turdus migratorius,1963,16,0.2857,,56
American Robin,Turdus migratorius,1964,18,0.2571,,70
American Robin,Turdus migratorius,1965,8,0.1143,,70
American Robin,Turdus migratorius,1966,16,0.2712,,59
American Robin,Turdus migratorius,1967,53,0.6974,,76
American Robin,Turdus migratorius,1968,5,0.119,,42
American Robin,Turdus migratorius,1969,8,0.1333,,60
American Robin,Turdus migratorius,1970,1,0.025,,40
American Robin,Turdus migratorius,1971,66,1.1186,,59
American Robin,Turdus migratorius,1972,4,0.046,,87
American Robin,Turdus migratorius,1973,58,0.8529,,68
American Robin,Turdus migratorius,1974,3,0.037,,81
American Robin,Turdus migratorius,1975,7,0.1186,,59
American Robin,Turdus migratorius,1976,58,0.4514,,128.5
American Robin,Turdus migratorius,1977,14,0.1138,,123
American Robin,Turdus migratorius,1978,8,0.0656,,122
American Robin,Turdus migratorius,1979,10,0.0826,,121
American Robin,Turdus migratorius,1980,20,0.1709,,117
American Robin,Turdus migratorius,1981,12,0.0879,,136.5
American Robin,Turdus migratorius,1982,3,0.0323,,93
American Robin,Turdus migratorius,1983,9,0.09,,100
American Robin,Turdus migratorius,1984,11,0.1833,,60
American Robin,Turdus migratorius,1985,21,0.4038,,52
American Robin,Turdus migratorius,1986,2,0.029,,69
American Robin,Turdus migratorius,1987,3,0.0588,,51
American Robin,Turdus migratorius,1988,13,0.2241,,58
American Robin,Turdus migratorius,1989,15,0.5357,,28
American Robin,Turdus migratorius,1990,5,0.0917,,54.5
American Robin,Turdus migratorius,1991,1,0.0161,,62
American Robin,Turdus migratorius,1992,15,0.25,,60
American Robin,Turdus migratorius,1993,3,0.0556,,54
American Robin,Turdus migratorius,1994,8,0.2051,,39
American Robin,Turdus migratorius,1995,22,0.5116,,43
American Robin,Turdus migratorius,1996,5,0.0647,,77.25
American Robin,Turdus migratorius,1997,8,0.1081,,74
American Robin,Turdus migratorius,1998,60,1.1374,,52.75
American Robin,Turdus migratorius,1999,7,0.1931,,36.25
American Robin,Turdus migratorius,2000,15,0.4225,,35.5
American Robin,Turdus migratorius,2002,7,0.158,,44.3
American Robin,Turdus migratorius,2003,11,0.2431,,45.25
American Robin,Turdus migratorius,2004,0,0,,31.25
American Robin,Turdus migratorius,2005,10,0.3922,,25.5
American Robin,Turdus migratorius,2006,1,0.0137,,72.75
American Robin,Turdus migratorius,2007,5,0.107,,46.75
American Robin,Turdus migratorius,2008,1,0.037,,27
American Robin,Turdus migratorius,2009,1,0.0234,,42.75
American Robin,Turdus migratorius,2010,1,0.0184,,54.25
American Robin,Turdus migratorius,2011,2,0.0403,,49.6
American Robin,Turdus migratorius,2012,18,0.3333,,54
American Robin,Turdus migratorius,2013,1,0.0217,,46.1
American Robin,Turdus migratorius,2014,10,0.166,,60.25
American Robin,Turdus migratorius,2015,0,0,,63.5
American Robin,Turdus migratorius,2016,133,2.8298,,47
American Robin,Turdus migratorius,2017,3,0.0741,,40.49
American Robin,Turdus migratorius,2018,14,0.3646,,38.4
American Robin,Turdus migratorius,2019,1,0.0315,,31.78
American Robin,Turdus migratorius,2020,72,1.0382,,69.35
American Three-toed Woodpecker,Picoides dorsalis,1933,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1934,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1935,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1936,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1937,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1938,0,0,,25.5
American Three-toed Woodpecker,Picoides dorsalis,1940,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1941,0,0,,26
American Three-toed Woodpecker,Picoides dorsalis,1943,0,0,,35
American Three-toed Woodpecker,Picoides dorsalis,1945,0,0,,32
American Three-toed Woodpecker,Picoides dorsalis,1946,0,0,,32
American Three-toed Woodpecker,Picoides dorsalis,1949,0,0,,0
American Three-toed Woodpecker,Picoides dorsalis,1950,0,0,,19
American Three-toed Woodpecker,Picoides dorsalis,1951,0,0,,9
American Three-toed Woodpecker,Picoides dorsalis,1954,0,0,,51
American Three-toed Woodpecker,Picoides dorsalis,1955,0,0,,55
American Three-toed Woodpecker,Picoides dorsalis,1957,0,0,,42
American Three-toed Woodpecker,Picoides dorsalis,1958,0,0,,59
American Three-toed Woodpecker,Picoides dorsalis,1959,0,0,,54
American Three-toed Woodpecker,Picoides dorsalis,1960,0,0,,54
American Three-toed Woodpecker,Picoides dorsalis,1961,0,0,,48
American Three-toed Woodpecker,Picoides dorsalis,1962,0,0,,70
American Three-toed Woodpecker,Picoides dorsalis,1963,0,0,,56
