system:index,2001_impervious,2001_impervious_descriptor,2001_landcover,2004_impervious,2004_impervious_descriptor,2004_landcover,2006_impervious,2006_impervious_descriptor,2006_landcover,2008_impervious,2008_impervious_descriptor,2008_landcover,2011_impervious,2011_impervious_descriptor,2011_landcover,2013_impervious,2013_impervious_descriptor,2013_landcover,2016_impervious,2016_impervious_descriptor,2016_landcover,2019_impervious,2019_impervious_descriptor,2019_landcover,.geo
0,1719986.019607843,1258698.0352941176,3.0916083501960747E7,1740444.568627451,1263234.0352941176,3.0905426043137223E7,1760786.9450980392,1268268.0352941176,3.0978621439215653E7,1795160.588235294,1271722.717647059,3.09112319333333E7,1810825.1294117644,1275008.717647059,3.0885057384313695E7,1827592.2352941176,1277432.717647059,3.0941039337254874E7,1842056.9882352941,1284637.717647059,3.1212863364705846E7,1863590.9215686275,1287102.250980392,3.1664305772548985E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
