system:index,1984-1986_classification,1987-1989_classification,1990-1992_classification,1993-1995_classification,1996-1998_classification,1999-2001_classification,2002-2004_classification,2005-2007_classification,2008-2010_classification,2011-2013_classification,2014-2016_classification,.geo
0,14.189955235713288,18.28901857133887,19.76021397593982,13.630760479214576,15.14750450437023,14.660335046125176,11.504378621871862,11.756916039821457,13.129250564302051,10.550334106163076,12.70889046259266,"{""type"":""MultiPoint"",""coordinates"":[]}"
