"CommonName","Year","Count","CountPartyHour","PartyHours"
"American Black Duck",1971,1310,17.7027027027027,74
"American Black Duck",1972,1172,10.9532710280374,107
"American Black Duck",1973,1636,18.1777777777778,90
"American Black Duck",1974,1317,13.3030303030303,99
"American Black Duck",1975,872,11.7837837837838,74
"American Black Duck",1976,413,2.78114478114478,148.5
"American Black Duck",1977,532,3.72027972027972,143
"American Black Duck",1978,823,5.63698630136986,146
"American Black Duck",1979,1870,12.7645051194539,146.5
"American Black Duck",1980,653,4.41216216216216,148
"American Black Duck",1981,613,3.81931464174455,160.5
"American Black Duck",1982,710,5.73505654281099,123.8
"American Black Duck",1983,905,6.21993127147766,145.5
"American Black Duck",1984,250,3.04878048780488,82
"American Black Duck",1985,735,10.0684931506849,73
"American Black Duck",1986,401,3.76525821596244,106.5
"American Black Duck",1987,313,4.28767123287671,73
"American Black Duck",1988,672,7.2258064516129,93
"American Black Duck",1989,559,9.31666666666667,60
"American Black Duck",1990,760,9.26829268292683,82
"American Black Duck",1991,617,6.56382978723404,94
"American Black Duck",1992,727,7.27,100
"American Black Duck",1993,1036,11.5111111111111,90
"American Black Duck",1994,1121,17.2461538461538,65
"American Black Duck",1995,1204,16.9577464788732,71
"American Black Duck",1996,1448,13.5011655011655,107.25
"American Black Duck",1997,987,9.77227722772277,101
"American Black Duck",1998,1568,19.4179566563467,80.75
"American Black Duck",1999,638,10.331983805668,61.75
"American Black Duck",2000,1270,22.0869565217391,57.5
"American Black Duck",2001,504,15.75,32
"American Black Duck",2002,799,9.59183673469388,83.3
"American Black Duck",2003,474,5.02917771883289,94.25
"American Black Duck",2004,389,6.70689655172414,58
"American Black Duck",2005,615,12.1782178217822,50.5
"American Black Duck",2006,427,4.13559322033898,103.25
"American Black Duck",2007,642,8.94773519163763,71.75
"American Black Duck",2008,792,13.2,60
"American Black Duck",2009,796,11.1719298245614,71.25
"American Black Duck",2010,385,4.17344173441734,92.25
"American Black Duck",2011,353,3.84322264561786,91.85
"American Black Duck",2012,325,3.65168539325843,89
"American Black Duck",2013,500,5.85823081429408,85.35
"American Black Duck",2014,631,6.00952380952381,105
"American Black Duck",2015,640,5.64622849580944,113.35
"American Black Duck",2016,285,5.09383378016086,55.95
"American Black Duck",2017,521,6.41309699655342,81.24
"American Black Duck",2018,435,5.65669700910273,76.9
"American Black Duck",2019,234,2.63128303159789,88.93
"American Black Duck",2020,197,1.72338378094655,114.31
"American Black Duck",2021,278,2.47330960854093,112.4
"American Crow",1971,269,3.63513513513514,74
"American Crow",1972,251,2.34579439252336,107
"American Crow",1973,275,3.05555555555556,90
"American Crow",1974,346,3.49494949494949,99
"American Crow",1975,210,2.83783783783784,74
"American Crow",1976,227,1.52861952861953,148.5
"American Crow",1977,445,3.11188811188811,143
"American Crow",1978,476,3.26027397260274,146
"American Crow",1979,409,2.79180887372014,146.5
"American Crow",1980,454,3.06756756756757,148
"American Crow",1981,469,2.92211838006231,160.5
"American Crow",1982,450,3.63489499192246,123.8
"American Crow",1983,262,1.80068728522337,145.5
"American Crow",1984,208,2.53658536585366,82
"American Crow",1985,506,6.93150684931507,73
"American Crow",1986,328,3.07981220657277,106.5
"American Crow",1987,363,4.97260273972603,73
"American Crow",1988,381,4.09677419354839,93
"American Crow",1989,285,4.75,60
"American Crow",1990,533,6.5,82
"American Crow",1991,444,4.72340425531915,94
"American Crow",1992,563,5.63,100
"American Crow",1993,367,4.07777777777778,90
"American Crow",1994,517,7.95384615384615,65
"American Crow",1995,545,7.67605633802817,71
"American Crow",1996,460,4.28904428904429,107.25
"American Crow",1997,555,5.4950495049505,101
"American Crow",1998,420,5.20123839009288,80.75
"American Crow",1999,691,11.1902834008097,61.75
"American Crow",2000,546,9.49565217391304,57.5
"American Crow",2001,170,5.3125,32
"American Crow",2002,498,5.97839135654262,83.3
"American Crow",2003,493,5.23076923076923,94.25
"American Crow",2004,335,5.77586206896552,58
"American Crow",2005,512,10.1386138613861,50.5
"American Crow",2006,676,6.54721549636804,103.25
"American Crow",2007,553,7.70731707317073,71.75
"American Crow",2008,678,11.3,60
"American Crow",2009,444,6.23157894736842,71.25
"American Crow",2010,581,6.29810298102981,92.25
"American Crow",2011,619,6.73924877517692,91.85
"American Crow",2012,515,5.78651685393258,89
"American Crow",2013,509,5.96367896895138,85.35
"American Crow",2014,736,7.00952380952381,105
"American Crow",2015,578,5.0992501102779,113.35
"American Crow",2016,354,6.32707774798928,55.95
"American Crow",2017,317,3.90201870999508,81.24
"American Crow",2018,533,6.93107932379714,76.9
"American Crow",2019,383,4.30675812436748,88.93
"American Crow",2020,629,5.50258070160091,114.31
"American Crow",2021,670,5.96085409252669,112.4
"American Goldfinch",1971,27,0.364864864864865,74
"American Goldfinch",1972,109,1.01869158878505,107
"American Goldfinch",1973,12,0.133333333333333,90
"American Goldfinch",1974,109,1.1010101010101,99
"American Goldfinch",1975,29,0.391891891891892,74
"American Goldfinch",1976,326,2.1952861952862,148.5
"American Goldfinch",1977,67,0.468531468531469,143
"American Goldfinch",1978,426,2.91780821917808,146
"American Goldfinch",1979,36,0.245733788395904,146.5
"American Goldfinch",1980,21,0.141891891891892,148
"American Goldfinch",1981,205,1.27725856697819,160.5
"American Goldfinch",1982,57,0.460420032310178,123.8
"American Goldfinch",1983,43,0.29553264604811,145.5
"American Goldfinch",1984,109,1.32926829268293,82
"American Goldfinch",1985,26,0.356164383561644,73
"American Goldfinch",1986,37,0.347417840375587,106.5
"American Goldfinch",1987,8,0.10958904109589,73
"American Goldfinch",1988,10,0.10752688172043,93
"American Goldfinch",1989,59,0.983333333333333,60
"American Goldfinch",1990,20,0.24390243902439,82
"American Goldfinch",1991,66,0.702127659574468,94
"American Goldfinch",1992,344,3.44,100
"American Goldfinch",1993,24,0.266666666666667,90
"American Goldfinch",1994,238,3.66153846153846,65
"American Goldfinch",1995,36,0.507042253521127,71
"American Goldfinch",1996,356,3.31934731934732,107.25
"American Goldfinch",1997,136,1.34653465346535,101
"American Goldfinch",1998,360,4.45820433436533,80.75
"American Goldfinch",1999,40,0.647773279352227,61.75
"American Goldfinch",2000,236,4.10434782608696,57.5
"American Goldfinch",2001,7,0.21875,32
"American Goldfinch",2002,89,1.06842737094838,83.3
"American Goldfinch",2003,32,0.339522546419098,94.25
"American Goldfinch",2004,144,2.48275862068966,58
"American Goldfinch",2005,88,1.74257425742574,50.5
"American Goldfinch",2006,185,1.79176755447942,103.25
"American Goldfinch",2007,42,0.585365853658537,71.75
"American Goldfinch",2008,151,2.51666666666667,60
"American Goldfinch",2009,294,4.12631578947368,71.25
"American Goldfinch",2010,94,1.0189701897019,92.25
"American Goldfinch",2011,351,3.82144801306478,91.85
"American Goldfinch",2012,23,0.258426966292135,89
"American Goldfinch",2013,206,2.41359109548916,85.35
"American Goldfinch",2014,61,0.580952380952381,105
"American Goldfinch",2015,256,2.25849139832378,113.35
"American Goldfinch",2016,214,3.8248436103664,55.95
"American Goldfinch",2017,140,1.7232890201871,81.24
"American Goldfinch",2018,105,1.36540962288687,76.9
"American Goldfinch",2019,167,1.87788147981559,88.93
"American Goldfinch",2020,61,0.533636602222028,114.31
"American Goldfinch",2021,234,2.08185053380783,112.4
"American Kestrel",1971,0,0,74
"American Kestrel",1972,0,0,107
"American Kestrel",1973,0,0,90
"American Kestrel",1974,0,0,99
"American Kestrel",1975,0,0,74
"American Kestrel",1976,1,0.00673400673400673,148.5
"American Kestrel",1977,0,0,143
"American Kestrel",1978,0,0,146
"American Kestrel",1979,0,0,146.5
"American Kestrel",1980,1,0.00675675675675676,148
"American Kestrel",1981,0,0,160.5
"American Kestrel",1982,0,0,123.8
"American Kestrel",1983,0,0,145.5
"American Kestrel",1984,0,0,82
"American Kestrel",1985,1,0.0136986301369863,73
"American Kestrel",1986,0,0,106.5
"American Kestrel",1987,0,0,73
"American Kestrel",1988,0,0,93
"American Kestrel",1989,0,0,60
"American Kestrel",1990,0,0,82
"American Kestrel",1991,0,0,94
"American Kestrel",1992,0,0,100
"American Kestrel",1993,0,0,90
"American Kestrel",1994,0,0,65
"American Kestrel",1995,0,0,71
"American Kestrel",1996,0,0,107.25
"American Kestrel",1997,0,0,101
"American Kestrel",1998,0,0,80.75
"American Kestrel",1999,0,0,61.75
"American Kestrel",2000,0,0,57.5
"American Kestrel",2001,0,0,32
"American Kestrel",2002,0,0,83.3
"American Kestrel",2003,0,0,94.25
"American Kestrel",2004,0,0,58
"American Kestrel",2005,0,0,50.5
"American Kestrel",2006,0,0,103.25
"American Kestrel",2007,0,0,71.75
"American Kestrel",2008,0,0,60
"American Kestrel",2009,0,0,71.25
"American Kestrel",2010,0,0,92.25
"American Kestrel",2011,0,0,91.85
"American Kestrel",2012,0,0,89
"American Kestrel",2013,0,0,85.35
"American Kestrel",2014,0,0,105
"American Kestrel",2015,0,0,113.35
"American Kestrel",2016,0,0,55.95
"American Kestrel",2017,0,0,81.24
"American Kestrel",2018,0,0,76.9
"American Kestrel",2019,0,0,88.93
"American Kestrel",2020,0,0,114.31
"American Kestrel",2021,0,0,112.4
"American Pipit",1971,0,0,74
"American Pipit",1972,0,0,107
"American Pipit",1973,0,0,90
"American Pipit",1974,0,0,99
"American Pipit",1975,0,0,74
"American Pipit",1976,0,0,148.5
"American Pipit",1977,0,0,143
"American Pipit",1978,0,0,146
"American Pipit",1979,0,0,146.5
"American Pipit",1980,0,0,148
"American Pipit",1981,0,0,160.5
"American Pipit",1982,0,0,123.8
"American Pipit",1983,0,0,145.5
"American Pipit",1984,0,0,82
"American Pipit",1985,0,0,73
"American Pipit",1986,0,0,106.5
"American Pipit",1987,0,0,73
"American Pipit",1988,0,0,93
"American Pipit",1989,0,0,60
"American Pipit",1990,0,0,82
"American Pipit",1991,0,0,94
"American Pipit",1992,0,0,100
"American Pipit",1993,0,0,90
"American Pipit",1994,0,0,65
"American Pipit",1995,0,0,71
"American Pipit",1996,0,0,107.25
"American Pipit",1997,0,0,101
"American Pipit",1998,0,0,80.75
"American Pipit",1999,0,0,61.75
"American Pipit",2000,0,0,57.5
"American Pipit",2002,0,0,83.3
"American Pipit",2003,0,0,94.25
"American Pipit",2004,0,0,58
"American Pipit",2005,0,0,50.5
"American Pipit",2006,0,0,103.25
"American Pipit",2007,0,0,71.75
"American Pipit",2008,0,0,60
"American Pipit",2009,0,0,71.25
"American Pipit",2010,0,0,92.25
"American Pipit",2011,0,0,91.85
"American Pipit",2012,0,0,89
"American Pipit",2013,0,0,85.35
"American Pipit",2014,0,0,105
"American Pipit",2015,0,0,113.35
"American Pipit",2016,0,0,55.95
"American Pipit",2017,1,0.0246974561620153,81.24
"American Pipit",2018,0,0,76.9
"American Pipit",2019,0,0,88.93
"American Pipit",2020,0,0,114.31
"American Pipit",2001,0,0,32
"American Pipit",2021,0,0,112.4
"American Robin",1971,112,1.51351351351351,74
"American Robin",1972,4,0.0373831775700935,107
"American Robin",1973,96,1.06666666666667,90
"American Robin",1974,9,0.0909090909090909,99
"American Robin",1975,10,0.135135135135135,74
"American Robin",1976,72,0.484848484848485,148.5
"American Robin",1977,14,0.0979020979020979,143
"American Robin",1978,9,0.0616438356164384,146
"American Robin",1979,13,0.0887372013651877,146.5
"American Robin",1980,20,0.135135135135135,148
"American Robin",1981,15,0.0934579439252336,160.5
"American Robin",1982,3,0.024232633279483,123.8
"American Robin",1983,11,0.0756013745704467,145.5
"American Robin",1984,11,0.134146341463415,82
"American Robin",1985,26,0.356164383561644,73
"American Robin",1986,3,0.028169014084507,106.5
"American Robin",1987,4,0.0547945205479452,73
"American Robin",1988,15,0.161290322580645,93
"American Robin",1989,15,0.25,60
"American Robin",1990,5,0.0609756097560976,82
"American Robin",1991,1,0.0106382978723404,94
"American Robin",1992,17,0.17,100
"American Robin",1993,8,0.0888888888888889,90
"American Robin",1994,36,0.553846153846154,65
"American Robin",1995,22,0.309859154929577,71
"American Robin",1996,5,0.0466200466200466,107.25
"American Robin",1997,8,0.0792079207920792,101
"American Robin",1998,70,0.86687306501548,80.75
"American Robin",1999,9,0.145748987854251,61.75
"American Robin",2000,79,1.37391304347826,57.5
"American Robin",2001,7,0.21875,32
"American Robin",2002,33,0.396158463385354,83.3
"American Robin",2003,12,0.127320954907162,94.25
"American Robin",2004,0,0,58
"American Robin",2005,14,0.277227722772277,50.5
"American Robin",2006,1,0.00968523002421308,103.25
"American Robin",2007,8,0.111498257839721,71.75
"American Robin",2008,6,0.1,60
"American Robin",2009,7,0.0982456140350877,71.25
"American Robin",2010,4,0.043360433604336,92.25
"American Robin",2011,2,0.0217746325530757,91.85
"American Robin",2012,20,0.224719101123595,89
"American Robin",2013,2,0.0234329232571763,85.35
"American Robin",2014,12,0.114285714285714,105
"American Robin",2015,0,0,113.35
"American Robin",2016,142,2.53798033958892,55.95
"American Robin",2017,3,0.0369276218611521,81.24
"American Robin",2018,15,0.195058517555267,76.9
"American Robin",2019,21,0.23614078488699,88.93
"American Robin",2020,75,0.656110576502493,114.31
"American Robin",2021,93,0.827402135231317,112.4
"American Tree Sparrow",1971,161,2.17567567567568,74
"American Tree Sparrow",1972,148,1.38317757009346,107
"American Tree Sparrow",1973,140,1.55555555555556,90
"American Tree Sparrow",1974,180,1.81818181818182,99
"American Tree Sparrow",1975,72,0.972972972972973,74
"American Tree Sparrow",1976,122,0.821548821548822,148.5
"American Tree Sparrow",1977,109,0.762237762237762,143
"American Tree Sparrow",1978,53,0.363013698630137,146
"American Tree Sparrow",1979,80,0.546075085324232,146.5
"American Tree Sparrow",1980,97,0.655405405405405,148
"American Tree Sparrow",1981,125,0.778816199376947,160.5
"American Tree Sparrow",1982,98,0.791599353796446,123.8
"American Tree Sparrow",1983,72,0.494845360824742,145.5
"American Tree Sparrow",1984,52,0.634146341463415,82
"American Tree Sparrow",1985,130,1.78082191780822,73
"American Tree Sparrow",1986,57,0.535211267605634,106.5
"American Tree Sparrow",1987,51,0.698630136986301,73
"American Tree Sparrow",1988,34,0.365591397849462,93
"American Tree Sparrow",1989,56,0.933333333333333,60
"American Tree Sparrow",1990,45,0.548780487804878,82
"American Tree Sparrow",1991,36,0.382978723404255,94
"American Tree Sparrow",1992,33,0.33,100
"American Tree Sparrow",1993,32,0.355555555555556,90
"American Tree Sparrow",1994,54,0.830769230769231,65
"American Tree Sparrow",1995,17,0.23943661971831,71
"American Tree Sparrow",1996,23,0.214452214452214,107.25
"American Tree Sparrow",1997,44,0.435643564356436,101
"American Tree Sparrow",1998,83,1.02786377708978,80.75
"American Tree Sparrow",1999,14,0.226720647773279,61.75
"American Tree Sparrow",2000,13,0.226086956521739,57.5
"American Tree Sparrow",2001,7,0.21875,32
"American Tree Sparrow",2002,36,0.432172869147659,83.3
"American Tree Sparrow",2003,45,0.477453580901857,94.25
"American Tree Sparrow",2004,13,0.224137931034483,58
"American Tree Sparrow",2005,46,0.910891089108911,50.5
"American Tree Sparrow",2006,35,0.338983050847458,103.25
"American Tree Sparrow",2007,23,0.320557491289199,71.75
"American Tree Sparrow",2008,26,0.433333333333333,60
"American Tree Sparrow",2009,37,0.519298245614035,71.25
"American Tree Sparrow",2010,4,0.043360433604336,92.25
"American Tree Sparrow",2011,10,0.108873162765378,91.85
"American Tree Sparrow",2012,13,0.146067415730337,89
"American Tree Sparrow",2013,29,0.339777387229057,85.35
"American Tree Sparrow",2014,14,0.133333333333333,105
"American Tree Sparrow",2015,18,0.158800176444641,113.35
"American Tree Sparrow",2016,20,0.357462019660411,55.95
"American Tree Sparrow",2017,9,0.110782865583456,81.24
"American Tree Sparrow",2018,13,0.169050715214564,76.9
"American Tree Sparrow",2019,10,0.112447992803328,88.93
"American Tree Sparrow",2020,14,0.122473974280465,114.31
"American Tree Sparrow",2021,13,0.115658362989324,112.4
"American Wigeon",1971,0,0,74
"American Wigeon",1972,0,0,107
"American Wigeon",1973,0,0,90
"American Wigeon",1974,0,0,99
"American Wigeon",1975,0,0,74
"American Wigeon",1976,0,0,148.5
"American Wigeon",1977,0,0,143
"American Wigeon",1978,0,0,146
"American Wigeon",1979,0,0,146.5
"American Wigeon",1980,0,0,148
"American Wigeon",1981,0,0,160.5
"American Wigeon",1982,0,0,123.8
"American Wigeon",1983,0,0,145.5
"American Wigeon",1984,0,0,82
"American Wigeon",1985,0,0,73
"American Wigeon",1986,0,0,106.5
"American Wigeon",1987,0,0,73
"American Wigeon",1988,0,0,93
"American Wigeon",1989,0,0,60
"American Wigeon",1990,0,0,82
"American Wigeon",1991,0,0,94
"American Wigeon",1992,0,0,100
"American Wigeon",1993,0,0,90
"American Wigeon",1994,0,0,65
"American Wigeon",1995,0,0,71
"American Wigeon",1996,0,0,107.25
"American Wigeon",1997,0,0,101
"American Wigeon",1998,0,0,80.75
"American Wigeon",1999,0,0,61.75
"American Wigeon",2000,0,0,57.5
"American Wigeon",2002,0,0,83.3
"American Wigeon",2003,0,0,94.25
"American Wigeon",2004,0,0,58
"American Wigeon",2005,0,0,50.5
"American Wigeon",2006,0,0,103.25
"American Wigeon",2007,0,0,71.75
"American Wigeon",2008,0,0,60
"American Wigeon",2009,0,0,71.25
"American Wigeon",2010,0,0,92.25
"American Wigeon",2011,1,0.0201612903225806,91.85
"American Wigeon",2012,9,0.166666666666667,89
"American Wigeon",2013,0,0,85.35
"American Wigeon",2014,2,0.033195020746888,105
"American Wigeon",2015,1,0.015748031496063,113.35
"American Wigeon",2016,1,0.0212765957446809,55.95
"American Wigeon",2017,0,0,81.24
"American Wigeon",2018,0,0,76.9
"American Wigeon",2019,0,0,88.93
"American Wigeon",2020,2,0.0288392213410238,114.31
"American Wigeon",2021,1,0.0139082058414465,112.4
"American Wigeon",2001,0,0,32
"Bald Eagle",1971,7,0.0945945945945946,74
"Bald Eagle",1972,6,0.0560747663551402,107
"Bald Eagle",1973,1,0.0111111111111111,90
"Bald Eagle",1974,10,0.101010101010101,99
"Bald Eagle",1975,8,0.108108108108108,74
"Bald Eagle",1976,3,0.0202020202020202,148.5
"Bald Eagle",1977,7,0.048951048951049,143
"Bald Eagle",1978,5,0.0342465753424658,146
"Bald Eagle",1979,9,0.0614334470989761,146.5
"Bald Eagle",1980,10,0.0675675675675676,148
"Bald Eagle",1981,17,0.105919003115265,160.5
"Bald Eagle",1982,8,0.0646203554119548,123.8
"Bald Eagle",1983,9,0.0618556701030928,145.5
"Bald Eagle",1984,4,0.0487804878048781,82
"Bald Eagle",1985,5,0.0684931506849315,73
"Bald Eagle",1986,9,0.0845070422535211,106.5
"Bald Eagle",1987,13,0.178082191780822,73
"Bald Eagle",1988,7,0.0752688172043011,93
"Bald Eagle",1989,7,0.116666666666667,60
"Bald Eagle",1990,11,0.134146341463415,82
"Bald Eagle",1991,3,0.0319148936170213,94
"Bald Eagle",1992,6,0.06,100
"Bald Eagle",1993,10,0.111111111111111,90
"Bald Eagle",1994,11,0.169230769230769,65
"Bald Eagle",1995,11,0.154929577464789,71
"Bald Eagle",1996,17,0.158508158508158,107.25
"Bald Eagle",1997,12,0.118811881188119,101
"Bald Eagle",1998,22,0.272445820433437,80.75
"Bald Eagle",1999,17,0.275303643724696,61.75
"Bald Eagle",2000,17,0.295652173913043,57.5
"Bald Eagle",2001,10,0.3125,32
"Bald Eagle",2002,14,0.168067226890756,83.3
"Bald Eagle",2003,25,0.26525198938992,94.25
"Bald Eagle",2004,19,0.327586206896552,58
"Bald Eagle",2005,17,0.336633663366337,50.5
"Bald Eagle",2006,21,0.203389830508475,103.25
"Bald Eagle",2007,20,0.278745644599303,71.75
"Bald Eagle",2008,26,0.433333333333333,60
"Bald Eagle",2009,21,0.294736842105263,71.25
"Bald Eagle",2010,17,0.184281842818428,92.25
"Bald Eagle",2011,31,0.337506804572673,91.85
"Bald Eagle",2012,29,0.325842696629214,89
"Bald Eagle",2013,14,0.164030462800234,85.35
"Bald Eagle",2014,35,0.333333333333333,105
"Bald Eagle",2015,20,0.176444640494045,113.35
"Bald Eagle",2016,12,0.214477211796247,55.95
"Bald Eagle",2017,18,0.221565731166913,81.24
"Bald Eagle",2018,22,0.286085825747724,76.9
"Bald Eagle",2019,15,0.168671989204993,88.93
"Bald Eagle",2020,23,0.201207243460765,114.31
"Bald Eagle",2021,21,0.186832740213523,112.4
"Baltimore Oriole",1971,1,0.0135135135135135,74
"Baltimore Oriole",1972,1,0.00934579439252336,107
"Baltimore Oriole",1973,1,0.0111111111111111,90
"Baltimore Oriole",1974,0,0,99
"Baltimore Oriole",1975,1,0.0135135135135135,74
"Baltimore Oriole",1976,1,0.00673400673400673,148.5
"Baltimore Oriole",1977,0,0,143
"Baltimore Oriole",1978,1,0.00684931506849315,146
"Baltimore Oriole",1979,0,0,146.5
"Baltimore Oriole",1980,0,0,148
"Baltimore Oriole",1981,0,0,160.5
"Baltimore Oriole",1982,0,0,123.8
"Baltimore Oriole",1983,0,0,145.5
"Baltimore Oriole",1984,0,0,82
"Baltimore Oriole",1985,0,0,73
"Baltimore Oriole",1986,0,0,106.5
"Baltimore Oriole",1987,0,0,73
"Baltimore Oriole",1988,0,0,93
"Baltimore Oriole",1989,0,0,60
"Baltimore Oriole",1990,0,0,82
"Baltimore Oriole",1991,0,0,94
"Baltimore Oriole",1992,2,0.02,100
"Baltimore Oriole",1993,0,0,90
"Baltimore Oriole",1994,0,0,65
"Baltimore Oriole",1995,2,0.028169014084507,71
"Baltimore Oriole",1996,0,0,107.25
"Baltimore Oriole",1997,0,0,101
"Baltimore Oriole",1998,0,0,80.75
"Baltimore Oriole",1999,0,0,61.75
"Baltimore Oriole",2000,0,0,57.5
"Baltimore Oriole",2001,0,0,32
"Baltimore Oriole",2002,0,0,83.3
"Baltimore Oriole",2003,0,0,94.25
"Baltimore Oriole",2004,0,0,58
"Baltimore Oriole",2005,2,0.0396039603960396,50.5
"Baltimore Oriole",2006,0,0,103.25
"Baltimore Oriole",2007,0,0,71.75
"Baltimore Oriole",2008,0,0,60
"Baltimore Oriole",2009,0,0,71.25
"Baltimore Oriole",2010,0,0,92.25
"Baltimore Oriole",2011,0,0,91.85
"Baltimore Oriole",2012,0,0,89
"Baltimore Oriole",2013,0,0,85.35
"Baltimore Oriole",2014,2,0.019047619047619,105
"Baltimore Oriole",2015,0,0,113.35
"Baltimore Oriole",2016,0,0,55.95
"Baltimore Oriole",2017,0,0,81.24
"Baltimore Oriole",2018,0,0,76.9
"Baltimore Oriole",2019,0,0,88.93
"Baltimore Oriole",2020,0,0,114.31
"Baltimore Oriole",2021,0,0,112.4
"Barred Owl",1971,0,0,74
"Barred Owl",1972,0,0,107
"Barred Owl",1973,1,0.0111111111111111,90
"Barred Owl",1974,0,0,99
"Barred Owl",1975,0,0,74
"Barred Owl",1976,0,0,148.5
"Barred Owl",1977,0,0,143
"Barred Owl",1978,0,0,146
"Barred Owl",1979,0,0,146.5
"Barred Owl",1980,0,0,148
"Barred Owl",1981,1,0.00623052959501558,160.5
"Barred Owl",1982,0,0,123.8
"Barred Owl",1983,0,0,145.5
"Barred Owl",1984,0,0,82
"Barred Owl",1985,2,0.0273972602739726,73
"Barred Owl",1986,0,0,106.5
"Barred Owl",1987,0,0,73
"Barred Owl",1988,0,0,93
"Barred Owl",1989,0,0,60
"Barred Owl",1990,0,0,82
"Barred Owl",1991,0,0,94
"Barred Owl",1992,0,0,100
"Barred Owl",1993,0,0,90
"Barred Owl",1994,0,0,65
"Barred Owl",1995,0,0,71
"Barred Owl",1996,0,0,107.25
"Barred Owl",1997,0,0,101
"Barred Owl",1998,0,0,80.75
"Barred Owl",1999,2,0.0323886639676113,61.75
"Barred Owl",2000,0,0,57.5
"Barred Owl",2001,0,0,32
"Barred Owl",2002,1,0.0120048019207683,83.3
"Barred Owl",2003,0,0,94.25
"Barred Owl",2004,0,0,58
"Barred Owl",2005,0,0,50.5
"Barred Owl",2006,0,0,103.25
"Barred Owl",2007,1,0.0139372822299652,71.75
"Barred Owl",2008,0,0,60
"Barred Owl",2009,2,0.0280701754385965,71.25
"Barred Owl",2010,0,0,92.25
"Barred Owl",2011,0,0,91.85
"Barred Owl",2012,1,0.0112359550561798,89
"Barred Owl",2013,0,0,85.35
"Barred Owl",2014,1,0.00952380952380952,105
"Barred Owl",2015,0,0,113.35
"Barred Owl",2016,0,0,55.95
"Barred Owl",2017,1,0.0123092072870507,81.24
"Barred Owl",2018,2,0.0260078023407022,76.9
"Barred Owl",2019,0,0,88.93
"Barred Owl",2020,2,0.0174962820400665,114.31
"Barred Owl",2021,0,0,112.4
"Barrow's Goldeneye",1971,3,0.0405405405405405,74
"Barrow's Goldeneye",1972,17,0.158878504672897,107
"Barrow's Goldeneye",1973,0,0,90
"Barrow's Goldeneye",1974,21,0.212121212121212,99
"Barrow's Goldeneye",1975,0,0,74
"Barrow's Goldeneye",1976,0,0,148.5
"Barrow's Goldeneye",1977,6,0.041958041958042,143
"Barrow's Goldeneye",1978,0,0,146
"Barrow's Goldeneye",1979,13,0.0887372013651877,146.5
"Barrow's Goldeneye",1980,13,0.0878378378378378,148
"Barrow's Goldeneye",1981,7,0.043613707165109,160.5
"Barrow's Goldeneye",1982,2,0.0161550888529887,123.8
"Barrow's Goldeneye",1983,2,0.013745704467354,145.5
"Barrow's Goldeneye",1984,7,0.0853658536585366,82
"Barrow's Goldeneye",1985,5,0.0684931506849315,73
"Barrow's Goldeneye",1986,8,0.0751173708920188,106.5
"Barrow's Goldeneye",1987,5,0.0684931506849315,73
"Barrow's Goldeneye",1988,5,0.0537634408602151,93
"Barrow's Goldeneye",1989,2,0.0333333333333333,60
"Barrow's Goldeneye",1990,1,0.0121951219512195,82
"Barrow's Goldeneye",1991,4,0.0425531914893617,94
"Barrow's Goldeneye",1992,8,0.08,100
"Barrow's Goldeneye",1993,5,0.0555555555555556,90
"Barrow's Goldeneye",1994,0,0,65
"Barrow's Goldeneye",1995,4,0.0563380281690141,71
"Barrow's Goldeneye",1996,0,0,107.25
"Barrow's Goldeneye",1997,2,0.0198019801980198,101
"Barrow's Goldeneye",1998,0,0,80.75
"Barrow's Goldeneye",1999,0,0,61.75
"Barrow's Goldeneye",2000,2,0.0347826086956522,57.5
"Barrow's Goldeneye",2001,0,0,32
"Barrow's Goldeneye",2002,0,0,83.3
"Barrow's Goldeneye",2003,0,0,94.25
"Barrow's Goldeneye",2004,2,0.0344827586206897,58
"Barrow's Goldeneye",2005,6,0.118811881188119,50.5
"Barrow's Goldeneye",2006,0,0,103.25
"Barrow's Goldeneye",2007,0,0,71.75
"Barrow's Goldeneye",2008,0,0,60
"Barrow's Goldeneye",2009,1,0.0140350877192982,71.25
"Barrow's Goldeneye",2010,6,0.0650406504065041,92.25
"Barrow's Goldeneye",2011,0,0,91.85
"Barrow's Goldeneye",2012,1,0.0112359550561798,89
"Barrow's Goldeneye",2013,0,0,85.35
"Barrow's Goldeneye",2014,0,0,105
"Barrow's Goldeneye",2015,0,0,113.35
"Barrow's Goldeneye",2016,0,0,55.95
"Barrow's Goldeneye",2017,0,0,81.24
"Barrow's Goldeneye",2018,1,0.0130039011703511,76.9
"Barrow's Goldeneye",2019,0,0,88.93
"Barrow's Goldeneye",2020,0,0,114.31
"Barrow's Goldeneye",2021,0,0,112.4
"Belted Kingfisher",1971,2,0.027027027027027,74
"Belted Kingfisher",1972,0,0,107
"Belted Kingfisher",1973,3,0.0333333333333333,90
"Belted Kingfisher",1974,5,0.0505050505050505,99
"Belted Kingfisher",1975,2,0.027027027027027,74
"Belted Kingfisher",1976,0,0,148.5
"Belted Kingfisher",1977,1,0.00699300699300699,143
"Belted Kingfisher",1978,0,0,146
"Belted Kingfisher",1979,2,0.0136518771331058,146.5
"Belted Kingfisher",1980,1,0.00675675675675676,148
"Belted Kingfisher",1981,1,0.00623052959501558,160.5
"Belted Kingfisher",1982,2,0.0161550888529887,123.8
